Long Station Name,Collection Date,EC,Alkalinity,Sacramento X2,WYT,Location,Area
San Joaquin River at Holt Rd.,1/19/2011,247,48,66.73352135,W,SJRcorridor,Interior
Old River nr Tracy,10/23/1991,1220,173,94.27657666,C,SouthDelta,Interior
Old River nr Tracy,4/23/1991,1510,161,85.01362795,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,3/23/2009,1179,159,67.34893515,D,SouthDelta,Interior
Old River nr Tracy,10/24/1990,1140,158,94.04183083,D,SouthDelta,Interior
Old River nr Tracy,1/29/1991,1320,157,94.90599798,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,3/23/2009,1156,156,67.34893515,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,12/23/2008,1257,155,91.80575032,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/23/1991,1360,154,85.01362795,C,SouthDelta,Interior
Old River @ Middle River,3/16/2009,1043,149,64.397985,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,10/23/1991,997,146,94.27657666,C,SouthDelta,Interior
Old River nr Tracy,7/24/1991,1110,145,92.78926842,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/29/1991,1240,143,94.90599798,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,12/11/2008,1047,143,93.85276614,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,3/2/1989,1430,142,91.3346382,D,SouthDelta,Interior
Old River nr Tracy,1/23/1992,1150,142,92.69366513,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,2/11/2009,1093,142,83.0036227,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,8/19/1992,1080,142,92.0935494,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,10/24/1990,1030,142,94.04183083,D,SouthDelta,Interior
Old River nr Tracy,8/21/1991,1140,140,88.57096592,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/22/1992,1100,139,92.3938467,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,1/12/2009,1092,138,89.32251087,D,SouthDelta,Interior
Old River nr Tracy,3/2/1989,1410,137,91.3346382,D,SouthDelta,Interior
Old River nr Tracy,2/14/1990,1320,137,84.5852336,C,SouthDelta,Interior
Old River nr Tracy,4/22/1992,1110,136,77.19407905,C,SouthDelta,Interior
Old River @ Middle River,2/10/2009,1079,136,84.02790463,D,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,2/11/2009,1068,136,83.0036227,D,SouthDelta,Interior
Old River @ Middle River,4/1/2009,1008,135,73.95020527,D,SouthDelta,Interior
Old River nr Tracy,10/7/1992,974,135,92.45317986,C,SouthDelta,Interior
Old River nr Tracy,1/24/1990,1190,134,79.66720736,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/23/1992,1100,134,92.69366513,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,4/9/2009,1013,133,75.01511525,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,8/21/1991,1000,133,88.57096592,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/24/1990,1200,132,79.66720736,C,SouthDelta,Interior
Old River nr Tracy,4/25/1990,1120,130,87.22990049,C,SouthDelta,Interior
Old River nr Tracy,7/25/1989,850,130,80.02863026,D,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,1/12/2009,1009,129,89.32251087,D,SouthDelta,Interior
Old River @ Middle River,1/7/2009,962,129,86.91076865,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,2/14/1990,1240,128,84.5852336,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,1/26/2009,995,127,88.07443799,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/24/1991,974,127,92.78926842,C,SouthDelta,Interior
Old River nr Tracy,7/26/1990,916,124,86.56430395,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,2/26/2009,911,124,60.14582078,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,10/7/1992,881,124,92.45317986,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,12/23/2008,928,123,91.80575032,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,1/26/2009,952,122,88.07443799,D,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,12/11/2008,898,122,93.85276614,C,SouthDelta,Interior
Old River nr Tracy,7/20/1994,997,121,90.6143213,C,SouthDelta,Interior
Old River @ Middle River,12/22/2008,900,121,92.48009562,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/24/1990,1100,118,79.66720736,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,3/9/2009,868,117,54.40866096,D,SouthDelta,Interior
Old River nr Tracy,8/22/1990,857,117,83.47764088,C,SouthDelta,Interior
Old River nr Tracy,8/19/1992,1160,116,92.0935494,C,SouthDelta,Interior
Old River nr Tracy,7/22/1992,1120,116,92.3938467,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/20/1994,956,116,90.6143213,C,SouthDelta,Interior
Old River @ Middle River,2/25/2009,844,116,63.13375011,D,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,4/9/2009,844,116,75.01511525,D,SouthDelta,Interior
Old River nr Tracy,7/8/1993,950,115,75.05380959,AN,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/22/1992,932,115,77.19407905,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,2/26/2009,840,115,60.14582078,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,4/23/2009,814,114,79.53429049,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/26/1990,843,113,86.56430395,C,SouthDelta,Interior
Old River @ Middle River,1/29/2009,862,112,83.77227583,D,SouthDelta,Interior
Old River nr Tracy,4/20/1994,942,111,78.884997,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/21/1991,840,111,88.57096592,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/25/1989,800,110,80.02863026,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/25/1989,800,110,80.02863026,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/20/1994,922,108,78.884997,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/8/1993,855,104,75.05380959,AN,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,8/22/1990,735,103,83.47764088,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/20/1994,852,102,90.6143213,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,6/8/2009,739,102,77.24823856,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/25/1990,839,101,87.22990049,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/20/1994,824,99,78.884997,C,SouthDelta,Interior
Old River nr Tracy,4/21/1993,802,99,62.38347365,AN,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,3/9/2009,728,99,54.40866096,D,SouthDelta,Interior
Old River @ Middle River,4/16/2009,694,99,67.73613947,D,SouthDelta,Interior
Old River nr Tracy,1/12/1994,771,96,82.38546939,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/22/1992,900,95,92.3938467,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/22/1990,652,91,83.47764088,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/3/2014,725,90,80.57624471,C,SouthDelta,Interior
Middle River @ Union Point - P10A,5/4/2015,568,90,94.17154572,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/12/1994,726,89,82.38546939,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/2/2009,583,89,65.57301543,D,SouthDelta,Interior
Middle River @ Union Point - P10A,4/8/2008,492,89,78.37516679,C,SouthDelta,Interior
Middle River @ Union Point - P10A,6/1/2015,697,87,93.2549537,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/6/2015,419,87,88.0123047,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2009,633,86,84.30493265,D,SouthDelta,Interior
Middle River @ Union Point - P10A,1/6/2009,589,86,86.18470086,D,SouthDelta,Interior
Middle River @ Union Point - P10A,5/6/2008,503,86,81.24308533,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/19/1992,822,85,92.0935494,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,5/22/1991,479,85,90.63835999,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2015,415,84,87.92593622,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/22/1992,409,84,77.19407905,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/21/1993,615,83,62.38347365,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,4/7/2014,459,83,75.44547873,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/24/1990,703,82,94.04183083,D,SouthDelta,Interior
Middle River @ Union Point - P10A,3/2/2010,483,82,63.81753273,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,4/6/2010,441,82,68.63765096,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2014,774,81,93.92384943,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/25/1990,671,81,87.22990049,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,6/8/2009,550,81,77.24823856,D,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2014,613,80,92.39401068,D,SouthDelta,Interior
Middle River @ Union Point - P10A,10/1/2008,461,80,88.30977329,D,SouthDelta,Interior
Middle River @ Union Point - P10A,3/2/2015,406,80,78.10690622,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/29/1991,700,79,94.90599798,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/7/1992,684,79,92.45317986,C,SouthDelta,Interior
Middle River @ Union Point - P10A,10/6/2014,503,79,94.77701545,D,SouthDelta,Interior
Middle River @ Union Point - P10A,5/3/2016,461,79,75.47029728,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,6/2/2008,435,79,81.73068377,C,SouthDelta,Interior
Middle River @ Union Point - P10A,12/7/2015,710,78,94.9140377,C,SouthDelta,Interior
Middle River @ Union Point - P10A,11/2/2015,675,78,93.88533024,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,5/7/2009,554,78,68.40551796,D,SouthDelta,Interior
Middle River @ Union Point - P10A,2/2/2010,536,78,54.29400396,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,5/5/2014,483,78,87.63000727,C,SouthDelta,Interior
Middle River @ Union Point - P10A,10/5/2015,616,77,94.93479848,C,SouthDelta,Interior
Middle River @ Union Point - P10A,12/2/2008,511,77,92.75840841,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/4/2008,374,77,66.16351777,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/9/2019,543,76,#N/A,W,SouthDelta,Interior
Old River nr Tracy,9/1/1993,530,76,78.41118016,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2008,443,76,93.02142734,D,SouthDelta,Interior
Middle River @ Union Point - P10A,10/6/2009,411,76,87.99178837,C,SouthDelta,Interior
Middle River @ Union Point - P10A,5/5/2009,358,76,73.26168644,D,SouthDelta,Interior
Middle River @ Union Point - P10A,7/6/2015,667,75,95.81957478,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/3/2008,544,75,83.34570353,C,SouthDelta,Interior
Middle R @ Tracy Rd Bdg,3/2/1989,506,75,91.3346382,D,SouthDelta,Interior
Middle River @ Union Point - P10A,1/5/2010,466,74,86.26711441,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,6/2/2014,436,74,93.56618111,C,SouthDelta,Interior
Middle River @ Union Point - P10A,11/6/2007,427,74,89.58054651,W,SouthDelta,Interior
Middle River @ Union Point - P10A,1/4/2016,601,73,89.47617765,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,12/1/2014,542,73,93.6049299,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,5/21/2009,488,73,75.54540529,D,SouthDelta,Interior
Middle River @ Union Point - P10A,1/6/2014,601,72,92.33233742,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/24/1991,511,72,92.78926842,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/6/2007,460,72,79.89948567,D,SouthDelta,Interior
Middle River @ Union Point - P10A,2/5/2008,456,72,54.87619201,C,SouthDelta,Interior
Middle R @ Tracy Rd Bdg,7/24/1991,454,72,92.78926842,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/5/2018,402,72,74.06112596,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,3/10/2016,321,72,62.66343249,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,4/7/2009,314,72,75.36176628,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/23/1992,546,71,92.69366513,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/2/2007,490,71,80.23657174,D,SouthDelta,Interior
Middle River @ Union Point - P10A,3/5/2007,485,71,58.91442023,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/23/1991,463,71,94.27657666,C,SouthDelta,Interior
Middle River @ Union Point - P10A,11/4/2013,463,71,90.34617646,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,9/2/2008,387,71,88.7732302,C,SouthDelta,Interior
Middle River @ Union Point - P10A,8/3/2015,648,70,95.38511805,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/5/2015,470,70,71.50190239,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,4/23/2009,463,70,79.53429049,D,SouthDelta,Interior
Middle River @ Union Point - P10A,10/7/2013,430,70,87.90258861,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,2/4/2019,411,70,#N/A,W,SouthDelta,Interior
Middle River @ Union Point - P10A,12/4/2007,348,70,87.28423839,D,SouthDelta,Interior
Middle River @ Union Point - P10A,12/5/2006,341,70,88.65054031,W,SouthDelta,Interior
Middle River @ Union Point - P10A,10/5/2010,340,70,83.98583932,D,SouthDelta,Interior
Middle River @ Union Point - P10A,7/1/2008,318,70,84.87243383,C,SouthDelta,Interior
Middle River @ Union Point - P10A,7/7/2014,541,69,90.2187572,C,SouthDelta,Interior
Middle River @ Union Point - P10A,9/2/2014,452,69,90.3346038,C,SouthDelta,Interior
Middle River @ Union Point - P10A,10/2/2007,335,69,87.02852586,W,SouthDelta,Interior
Middle River @ Union Point - P10A,9/9/2015,581,68,94.75346141,C,SouthDelta,Interior
Middle River @ Union Point - P10A,12/2/2013,507,68,93.39492499,D,SouthDelta,Interior
Middle River @ Union Point - P10A,9/10/2018,346,68,84.8982076,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2016,488,67,59.65346245,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,6/2/2009,336,67,74.90839371,D,SouthDelta,Interior
Middle River @ Union Point - P10A,10/11/2018,407,66,#N/A,W,SouthDelta,Interior
Middle River @ Union Point - P10A,6/4/2007,399,66,80.25338455,D,SouthDelta,Interior
Middle River @ Union Point - P10A,12/7/2016,398,66,83.68530205,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,9/5/2007,364,66,85.25541551,D,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2009,352,66,88.3635176,C,SouthDelta,Interior
Middle River @ Union Point - P10A,9/9/2009,345,66,84.37552482,D,SouthDelta,Interior
Middle River @ Union Point - P10A,4/2/2007,318,66,72.02877378,D,SouthDelta,Interior
Middle River @ Union Point - P10A,7/2/2007,303,66,80.94470218,D,SouthDelta,Interior
Middle River @ Union Point - P10A,10/4/2016,387,65,86.5637221,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/7/2016,328,65,66.37589317,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,8/5/2008,304,65,88.35573476,C,SouthDelta,Interior
Middle River @ Union Point - P10A,8/4/2014,490,64,88.73599436,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/8/2018,456,64,84.74492337,BN,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,5/7/2009,425,64,68.40551796,D,SouthDelta,Interior
Middle River @ Union Point - P10A,12/1/2009,320,64,92.29828513,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/26/1990,396,63,86.56430395,C,SouthDelta,Interior
Middle River @ Union Point - P10A,12/3/2018,408,62,#N/A,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,5/2/2007,346,62,74.44600721,D,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2010,334,61,84.63274041,D,SouthDelta,Interior
Middle River @ Union Point - P10A,6/7/2016,319,61,82.94141541,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,9/7/2010,294,61,86.84207092,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,9/7/2016,288,61,84.03725468,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,10/3/2006,253,61,79.15994988,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,12/4/2017,246,61,83.87250454,W,SouthDelta,Interior
Middle River @ Union Point - P10A,5/4/2010,400,60,57.05251942,BN,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/13/1993,376,60,64.09402935,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,11/5/2018,362,60,#N/A,W,SouthDelta,Interior
Middle River @ Union Point - P10A,12/6/2010,321,60,84.27592276,BN,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/20/1993,318,60,84.89979461,C,SouthDelta,Interior
Old River nr Tracy,1/13/1993,332,59,64.09402935,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,11/7/2006,274,59,88.98570418,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,7/7/2009,228,59,82.06398554,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,9/1/1993,386,58,78.41118016,AN,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,5/21/2009,353,58,75.54540529,D,SouthDelta,Interior
Middle River @ Union Point - P10A,8/6/2007,277,58,84.7182393,D,SouthDelta,Interior
Middle River @ Union Point - P10A,7/9/2018,246,57,82.60710477,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,11/7/2016,353,56,87.41045331,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/7/2011,334,56,64.18410148,W,SouthDelta,Interior
Middle River @ Union Point - P10A,8/6/2018,197,56,82.35063213,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,4/9/2018,358,55,54.04390508,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,8/2/2006,261,54,78.28975195,W,SouthDelta,Interior
Middle River @ Union Point - P10A,9/6/2006,240,54,78.70958184,W,SouthDelta,Interior
Middle River @ Union Point - P10A,1/9/2017,338,53,56.18463132,W,SouthDelta,Interior
Middle River @ Union Point - P10A,6/8/2010,288,53,67.97063022,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,3/7/2011,372,52,56.35666923,W,SouthDelta,Interior
Middle River @ Union Point - P10A,5/7/2018,352,52,64.92049336,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,3/13/2019,278,52,#N/A,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/6/2010,241,52,80.72423904,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,7/6/2016,222,52,84.55059684,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,10/2/2017,186,52,77.2692402,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,6/5/2018,284,50,74.73149108,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,8/2/2010,189,50,79.32890201,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,8/4/2009,265,49,84.14076361,D,SouthDelta,Interior
Middle River @ Union Point - P10A,4/4/2011,247,48,0,W,SouthDelta,Interior
Middle River @ Union Point - P10A,1/3/2011,274,47,53.33698971,W,SouthDelta,Interior
Old River nr Tracy,10/20/1993,249,47,84.89979461,C,SouthDelta,Interior
Middle River @ Union Point - P10A,8/1/2016,207,47,83.57049111,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,9/7/2017,193,47,77.48586469,W,SouthDelta,Interior
Middle River @ Union Point - P10A,2/6/2017,258,46,50.46962633,W,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,10/20/1993,244,46,84.89979461,C,SouthDelta,Interior
Middle River @ Union Point - P10A,8/7/2017,217,45,80.74384873,W,SouthDelta,Interior
Middle River @ Union Point - P10A,6/6/2011,257,43,57.57300551,W,SouthDelta,Interior
Old River @ Middle River,6/9/1998,236,42,51.89782644,W,SouthDelta,Interior
Middle River @ Union Point - P10A,5/2/2011,199,40,57.60965856,W,SouthDelta,Interior
Middle River @ Union Point - P10A,3/8/2017,187,38,46.65054443,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/5/2011,184,37,56.36389323,W,SouthDelta,Interior
Middle River @ Union Point - P10A,4/3/2017,201,35,49.18404199,W,SouthDelta,Interior
Middle River @ Union Point - P10A,6/5/2017,177,33,57.96351261,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/10/2017,177,32,70.04911852,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/5/2006,154,31,67.43685291,W,SouthDelta,Interior
Middle River @ Union Point - P10A,5/3/2017,120,27,50.00669585,W,SouthDelta,Interior
