Long Station Name,Collection Date,EC,Br,Sacramento X2,WYT,Location,Area
Middle River @ Union Point - P10A,12/6/2010,321,0.15,84.27592276,BN,OMR,Interior
Middle River @ Union Point - P10A,3/10/2016,321,0.1,62.66343249,BN,OMR,Interior
Clifton Court Intake,3/26/1992,321,0.07,68.43776556,C,OMR,Interior
Middle River @ Union Point - P10A,12/6/2010,321,0.15,84.27592276,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,3/10/2016,321,0.1,62.66343249,BN,SouthDelta,Interior
Contra Costa PP Number 01,2/3/2004,322,0.08,71.8099759,BN,OMR,Interior
Contra Costa PP Number 01,3/13/1995,322,0.08,37.53111646,W,OMR,Interior
Middle River at Bacon Island Bridge,9/10/1991,323,0.2,92.73110822,C,OMR,Interior
Rock Slough @ Old River,4/9/1991,323,0.16,70.47185036,C,OMR,Interior
Contra Costa PP Number 01,4/8/1999,324,0.1,57.34361395,W,OMR,Interior
Contra Costa PP Number 01,6/4/2007,324,0.1,80.25338455,D,OMR,Interior
Old River North of Rock Slough (St 4b),4/22/1992,325,0.08,77.19407905,C,OMR,Interior
Middle River at Bacon Island Bridge,9/18/1990,327,0.2,87.49634818,C,OMR,Interior
Old River North of Rock Slough (St 4b),4/8/1992,327,0.08,79.86326901,C,OMR,Interior
Middle River @ Union Point - P10A,4/7/2016,328,0.1,66.37589317,BN,OMR,Interior
Rock Slough @ Old River,3/24/1994,328,0.09,72.52425966,C,OMR,Interior
Middle River @ Union Point - P10A,4/7/2016,328,0.1,66.37589317,BN,SouthDelta,Interior
Middle River at Bacon Island Bridge,7/9/1990,330,0.16,87.6328401,C,OMR,Interior
Contra Costa PP Number 01,6/4/2002,330,0.11,69.35185908,D,OMR,Interior
Contra Costa PP Number 01,5/6/2003,330,0.08,51.50084909,AN,OMR,Interior
Rock Slough @ Old River,4/22/1992,330,0.08,77.19407905,C,OMR,Interior
Old River North of Rock Slough (St 4b),5/5/1992,331,0.09,86.61933596,C,OMR,Interior
Old River nr Tracy,1/13/1993,332,0.08,64.09402935,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2010,334,0.16,84.63274041,D,OMR,Interior
Middle River @ Union Point - P10A,2/7/2011,334,0.11,64.18410148,W,OMR,Interior
Rock Slough @ Old River,4/8/1992,334,0.09,79.86326901,C,OMR,Interior
Middle River @ Union Point - P10A,11/3/2010,334,0.16,84.63274041,D,SouthDelta,Interior
Middle River @ Union Point - P10A,2/7/2011,334,0.11,64.18410148,W,SouthDelta,Interior
Middle River @ Union Point - P10A,10/2/2007,335,0.15,87.02852586,W,OMR,Interior
Contra Costa PP Number 01,6/6/2001,335,0.11,80.28545946,D,OMR,Interior
Middle River at Bacon Island Bridge,4/22/1992,335,0.07,77.19407905,C,OMR,Interior
Middle River @ Union Point - P10A,10/2/2007,335,0.15,87.02852586,W,SouthDelta,Interior
Middle River at Bacon Island Bridge,8/25/1994,336,0.15,90.48799198,C,OMR,Interior
Middle River @ Union Point - P10A,6/2/2009,336,0.1,74.90839371,D,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,5/9/1996,336,0.11,62.32099718,W,SJRcorridor,Interior
Middle River @ Union Point - P10A,6/2/2009,336,0.1,74.90839371,D,SouthDelta,Interior
San Joaquin River at Prisoner's Point,9/8/2009,336.2,0.16,83.47406172,D,SJRcorridor,Interior
Old River North of Rock Slough (St 4b),1/12/1994,337,0.16,82.38546939,C,OMR,Interior
Middle River at Bacon Island Bridge,6/10/1993,337,0.1,57.844797,AN,OMR,Interior
Rock Slough @ Old River,5/5/1992,337,0.1,86.61933596,C,OMR,Interior
Middle River @ Union Point - P10A,1/9/2017,338,0.14,56.18463132,W,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,3/13/1997,338,0.1,55.45327752,W,SJRcorridor,Interior
Middle River @ Union Point - P10A,1/9/2017,338,0.14,56.18463132,W,SouthDelta,Interior
Middle River @ Union Point - P10A,10/5/2010,340,0.14,83.98583932,D,OMR,Interior
San Joaquin River at Prisoner's Point,12/9/2009,340,0.16,88.75050471,D,SJRcorridor,Interior
Middle River @ Union Point - P10A,10/5/2010,340,0.14,83.98583932,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/8/1992,340,0.08,79.86326901,C,SouthDelta,Interior
Rock Slough @ Old River,1/12/1994,341,0.16,82.38546939,C,OMR,Interior
Middle River @ Union Point - P10A,12/5/2006,341,0.13,88.65054031,W,OMR,Interior
Contra Costa PP Number 01,4/4/2001,341,0.08,72.87905364,D,OMR,Interior
Middle River @ Union Point - P10A,12/5/2006,341,0.13,88.65054031,W,SouthDelta,Interior
Little Connection Sl. @ Empire Tr.,1/29/1991,344,0.11,94.90599798,C,SJRcorridor,Interior
Middle River @ Union Point - P10A,9/9/2009,345,0.16,84.37552482,D,OMR,Interior
Clifton Court Intake,2/9/1993,345,0.09,67.78217395,AN,OMR,Interior
Middle River @ Union Point - P10A,9/9/2009,345,0.16,84.37552482,D,SouthDelta,Interior
Middle River @ Union Point - P10A,9/10/2018,346,0.16,84.8982076,BN,OMR,Interior
Contra Costa PP Number 01,5/3/2005,346,0.1,60.83995013,AN,OMR,Interior
Middle River @ Union Point - P10A,5/2/2007,346,0.1,74.44600721,D,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,5/13/1997,346,0.11,71.63203277,W,SJRcorridor,Interior
Middle River @ Union Point - P10A,9/10/2018,346,0.16,84.8982076,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,5/2/2007,346,0.1,74.44600721,D,SouthDelta,Interior
Middle River at Bacon Island Bridge,8/21/1991,347,0.22,88.57096592,C,OMR,Interior
Contra Costa PP Number 01,8/5/2003,348,0.15,69.2729812,AN,OMR,Interior
Middle River @ Union Point - P10A,12/4/2007,348,0.15,87.28423839,D,OMR,Interior
Clifton Court Intake,8/10/1993,348,0.13,70.9026113,AN,OMR,Interior
Old River North of Rock Slough (St 4b),4/20/1994,348,0.11,78.884997,C,OMR,Interior
Middle River @ Union Point - P10A,12/4/2007,348,0.15,87.28423839,D,SouthDelta,Interior
San Joaquin River at Prisoner's Point,2/23/2009,348.2,0.15,69.09157517,D,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,9/1/1993,349,0.12,78.41118016,AN,SJRcorridor,Interior
Contra Costa PP Number 01,5/6/2002,350,0.1,71.01564345,D,OMR,Interior
Middle River @ Union Point - P10A,11/3/2009,352,0.16,88.3635176,C,OMR,Interior
Contra Costa PP Number 01,2/3/1999,352,0.11,51.6298188,W,OMR,Interior
Middle River @ Union Point - P10A,5/7/2018,352,0.11,64.92049336,BN,OMR,Interior
Middle River @ Union Point - P10A,11/3/2009,352,0.16,88.3635176,C,SouthDelta,Interior
Middle River @ Union Point - P10A,5/7/2018,352,0.11,64.92049336,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,11/7/2016,353,0.19,87.41045331,C,OMR,Interior
Middle River @ Union Point - P10A,11/7/2016,353,0.19,87.41045331,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,5/21/2009,353,0.14,75.54540529,D,SouthDelta,Interior
Middle River at Bacon Island Bridge,1/19/1994,356,0.14,80.49647088,C,OMR,Interior
Rock Slough @ Old River,4/20/1994,357,0.11,78.884997,C,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/13/1993,357,0.09,64.09402935,AN,SJRcorridor,Interior
Middle River @ Union Point - P10A,4/9/2018,358,0.13,54.04390508,BN,OMR,Interior
Middle River @ Union Point - P10A,5/5/2009,358,0.12,73.26168644,D,OMR,Interior
Middle River @ Union Point - P10A,4/9/2018,358,0.13,54.04390508,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,5/5/2009,358,0.12,73.26168644,D,SouthDelta,Interior
Middle River at Bacon Island Bridge,5/21/1991,359,0.14,91.14886705,C,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,3/11/1992,360,0.09,67.72093556,C,SouthDelta,Interior
Contra Costa PP Number 01,3/4/2008,361,0.1,66.16351777,C,OMR,Interior
Contra Costa PP Number 01,2/10/1993,361,0.08,66.22571537,AN,OMR,Interior
Middle River @ Union Point - P10A,11/5/2018,362,0.15,#N/A,W,OMR,Interior
Contra Costa PP Number 01,4/22/1992,362,0.08,77.19407905,C,OMR,Interior
Middle River @ Union Point - P10A,11/5/2018,362,0.15,#N/A,W,SouthDelta,Interior
Contra Costa PP Number 01,5/13/1997,363,0.11,71.63203277,W,OMR,Interior
Middle River @ Union Point - P10A,9/5/2007,364,0.16,85.25541551,D,OMR,Interior
Middle River @ Union Point - P10A,9/5/2007,364,0.16,85.25541551,D,SouthDelta,Interior
Middle River at Bacon Island Bridge,9/24/1991,365,0.23,90.17385402,C,OMR,Interior
Middle River at Bacon Island Bridge,7/20/1994,365,0.18,90.6143213,C,OMR,Interior
Middle River at Bacon Island Bridge,10/23/1991,365,0.14,94.27657666,C,OMR,Interior
Contra Costa PP Number 01,6/2/2008,366,0.11,81.73068377,C,OMR,Interior
Clifton Court Intake,1/19/1994,367,0.15,80.49647088,C,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/10/1990,367,0.19,87.75334412,C,SouthDelta,Interior
Middle River at Bacon Island Bridge,9/24/1990,368,0.21,90.82305445,C,OMR,Interior
Contra Costa PP Number 01,10/5/1993,368,0.16,83.89162437,C,OMR,Interior
Rock Slough @ Old River,2/17/1994,370,0.15,75.37363149,C,OMR,Interior
Middle River @ Union Point - P10A,3/7/2011,372,0.13,56.35666923,W,OMR,Interior
Middle River @ Union Point - P10A,3/7/2011,372,0.13,56.35666923,W,SouthDelta,Interior
Middle River at Bacon Island Bridge,1/26/1993,373,0.1,53.01541285,AN,OMR,Interior
Middle River @ Union Point - P10A,3/4/2008,374,0.11,66.16351777,C,OMR,Interior
Middle River @ Union Point - P10A,3/4/2008,374,0.11,66.16351777,C,SouthDelta,Interior
Contra Costa PP Number 01,4/20/1994,375,0.12,78.884997,C,OMR,Interior
Grant Ln Can @ Tracy Rd Bdg,1/13/1993,376,0.11,64.09402935,AN,SouthDelta,Interior
Rock Slough @ Old River,6/26/1990,377,0.2,87.03302324,C,OMR,Interior
Contra Costa PP Number 01,2/7/2005,379,0.11,66.68285541,AN,OMR,Interior
Contra Costa PP Number 01,5/2/2000,381,0.1,63.70366373,AN,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/26/1995,383,0.08,53.05662006,W,SJRcorridor,Interior
Contra Costa PP Number 01,2/8/2000,385,0.12,57.61717763,AN,OMR,Interior
Contra Costa PP Number 01,2/5/2002,385,0.09,70.70857903,D,OMR,Interior
Grant Ln Can @ Tracy Rd Bdg,9/1/1993,386,0.13,78.41118016,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,10/4/2016,387,0.21,86.5637221,C,OMR,Interior
Middle River @ Union Point - P10A,9/2/2008,387,0.19,88.7732302,C,OMR,Interior
San Joaquin River @ Mossdale Bridge - C7A,9/14/1995,387,0.13,67.19233682,W,SJRcorridor,Interior
Middle River @ Union Point - P10A,10/4/2016,387,0.21,86.5637221,C,SouthDelta,Interior
Middle River @ Union Point - P10A,9/2/2008,387,0.19,88.7732302,C,SouthDelta,Interior
Contra Costa PP Number 01,9/10/2003,388,0.22,81.97587927,AN,OMR,Interior
Contra Costa PP Number 01,2/9/1994,388,0.16,80.94524586,C,OMR,Interior
Middle River at Bacon Island Bridge,6/22/1994,389,0.18,89.49535368,C,OMR,Interior
Contra Costa PP Number 01,4/4/2000,391,0.09,70.46558651,AN,OMR,Interior
Rock Slough @ Old River,5/19/1994,395,0.15,76.51544974,C,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/26/1990,396,0.3,86.56430395,C,SouthDelta,Interior
Clifton Court Intake,8/21/1990,397,0.28,82.94560259,C,OMR,Interior
Contra Costa PP Number 01,2/8/1996,397,0.12,47.52751567,W,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/11/1990,397,0.26,86.1336185,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,5/5/1992,397,0.1,86.61933596,C,SouthDelta,Interior
Middle River at Bacon Island Bridge,10/8/1991,398,0.21,88.19157893,C,OMR,Interior
Middle River @ Union Point - P10A,12/7/2016,398,0.21,83.68530205,BN,OMR,Interior
Middle River @ Union Point - P10A,12/7/2016,398,0.21,83.68530205,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,6/4/2007,399,0.13,80.25338455,D,OMR,Interior
Middle River @ Union Point - P10A,6/4/2007,399,0.13,80.25338455,D,SouthDelta,Interior
Middle River @ Union Point - P10A,5/4/2010,400,0.13,57.05251942,BN,OMR,Interior
Clifton Court Intake,4/8/1993,400,0.12,54.30864006,AN,OMR,Interior
Middle River @ Union Point - P10A,5/4/2010,400,0.13,57.05251942,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,2/5/2018,402,0.16,74.06112596,BN,OMR,Interior
Middle River @ Union Point - P10A,2/5/2018,402,0.16,74.06112596,BN,SouthDelta,Interior
Contra Costa PP Number 01,1/5/1994,403,0.21,81.23635172,C,OMR,Interior
Middle River at Bacon Island Bridge,7/24/1991,404,0.22,92.78926842,C,OMR,Interior
Clifton Court Intake,3/20/1990,404,0.22,85.09103604,C,OMR,Interior
Middle River @ Union Point - P10A,3/2/2015,406,0.16,78.10690622,C,OMR,Interior
Middle River @ Union Point - P10A,3/2/2015,406,0.16,78.10690622,C,SouthDelta,Interior
Middle River @ Union Point - P10A,10/11/2018,407,0.2,#N/A,W,OMR,Interior
Contra Costa PP Number 01,6/16/1994,407,0.19,86.55672415,C,OMR,Interior
Middle River at Bacon Island Bridge,9/22/1994,407,0.18,90.04354307,C,OMR,Interior
Middle River @ Union Point - P10A,10/11/2018,407,0.2,#N/A,W,SouthDelta,Interior
Old River North of Rock Slough (St 4b),7/10/1990,408,0.25,87.75334412,C,OMR,Interior
Middle River @ Union Point - P10A,12/3/2018,408,0.23,#N/A,BN,OMR,Interior
Middle River @ Union Point - P10A,12/3/2018,408,0.23,#N/A,BN,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/22/1992,409,0.11,77.19407905,C,SouthDelta,Interior
Contra Costa PP Number 01,5/12/1993,410,0.12,63.16142825,AN,OMR,Interior
Middle River @ Union Point - P10A,10/6/2009,411,0.21,87.99178837,C,OMR,Interior
Middle River @ Union Point - P10A,2/4/2019,411,0.18,#N/A,W,OMR,Interior
Middle River at Bacon Island Bridge,5/13/1993,411,0.13,61.911538,AN,OMR,Interior
Middle River @ Union Point - P10A,10/6/2009,411,0.21,87.99178837,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/4/2019,411,0.18,#N/A,W,SouthDelta,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/11/1996,413,0.13,53.46132043,W,SJRcorridor,Interior
Middle River at Bacon Island Bridge,7/8/1991,414,0.21,90.66370954,C,OMR,Interior
Middle River at Bacon Island Bridge,8/5/1991,415,0.23,91.32485805,C,OMR,Interior
Clifton Court Intake,2/17/1994,415,0.17,75.37363149,C,OMR,Interior
Middle River @ Union Point - P10A,2/3/2015,415,0.16,87.92593622,C,OMR,Interior
Contra Costa PP Number 01,5/6/2008,415,0.13,81.24308533,C,OMR,Interior
Middle River @ Union Point - P10A,2/3/2015,415,0.16,87.92593622,C,SouthDelta,Interior
Middle River at Bacon Island Bridge,3/25/1993,416,0.12,54.90975845,AN,OMR,Interior
Contra Costa PP Number 01,9/6/2005,418,0.27,83.07162013,AN,OMR,Interior
Clifton Court Intake,11/10/1993,418,0.26,87.72748074,C,OMR,Interior
Middle River @ Union Point - P10A,4/6/2015,419,0.16,88.0123047,C,OMR,Interior
Middle River @ Union Point - P10A,4/6/2015,419,0.16,88.0123047,C,SouthDelta,Interior
Contra Costa PP Number 01,3/24/1992,421,0.1,67.98576989,C,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/17/1990,422,0.28,85.19881494,C,SouthDelta,Interior
Middle River at Bacon Island Bridge,1/13/1993,423,0.2,64.09402935,AN,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/12/1991,423,0.29,88.08357466,C,SouthDelta,Interior
Rock Slough @ Old River,10/20/1993,425,0.26,84.89979461,C,OMR,Interior
Grant Line Canal @ Tracy Blvd,5/7/2009,425,0.15,68.40551796,D,SouthDelta,Interior
Middle River @ Union Point - P10A,11/6/2007,427,0.16,89.58054651,W,OMR,Interior
Contra Costa PP Number 01,1/9/1997,427,0.15,31.8495819,W,OMR,Interior
Contra Costa PP Number 01,5/26/1994,427,0.15,79.98947042,C,OMR,Interior
Middle River @ Union Point - P10A,11/6/2007,427,0.16,89.58054651,W,SouthDelta,Interior
Contra Costa PP Number 01,4/3/2006,428,0.1,47.97842568,W,OMR,Interior
Middle River @ Union Point - P10A,10/7/2013,430,0.22,87.90258861,BN,OMR,Interior
Contra Costa PP Number 01,7/7/2004,430,0.16,83.05294294,BN,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/10/1991,430,0.22,88.47167384,C,SouthDelta,Interior
Middle River @ Union Point - P10A,10/7/2013,430,0.22,87.90258861,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,6/2/2008,435,0.15,81.73068377,C,OMR,Interior
Middle River @ Union Point - P10A,6/2/2008,435,0.15,81.73068377,C,SouthDelta,Interior
Old River North of Rock Slough (St 4b),10/20/1993,436,0.27,84.89979461,C,OMR,Interior
Middle River @ Union Point - P10A,6/2/2014,436,0.18,93.56618111,C,OMR,Interior
Middle River @ Union Point - P10A,6/2/2014,436,0.18,93.56618111,C,SouthDelta,Interior
Middle River at Bacon Island Bridge,10/2/1990,437,0.25,92.40360011,D,OMR,Interior
Clifton Court Intake,3/24/1994,437,0.14,72.52425966,C,OMR,Interior
San Joaquin River at Prisoner's Point,9/16/2008,439,0.23,88.07483179,C,SJRcorridor,Interior
Middle River at Bacon Island Bridge,4/21/1993,440,0.14,62.38347365,AN,OMR,Interior
Rock Slough @ Old River,7/16/1990,441,0.32,85.00509504,C,OMR,Interior
Middle River at Bacon Island Bridge,4/20/1994,441,0.17,78.884997,C,OMR,Interior
Middle River @ Union Point - P10A,4/6/2010,441,0.14,68.63765096,BN,OMR,Interior
Middle River @ Union Point - P10A,4/6/2010,441,0.14,68.63765096,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2008,443,0.22,93.02142734,D,OMR,Interior
Middle River @ Union Point - P10A,11/3/2008,443,0.22,93.02142734,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/25/1990,447,0.33,91.8739207,C,SouthDelta,Interior
Rock Slough @ Old River,7/10/1990,449,0.28,87.75334412,C,OMR,Interior
Old River North of Rock Slough (St 4b),7/16/1990,450,0.34,85.00509504,C,OMR,Interior
Rock Slough @ Old River,6/22/1994,450,0.21,89.49535368,C,OMR,Interior
Clifton Court Intake,6/22/1994,450,0.2,89.49535368,C,OMR,Interior
Middle River at Bacon Island Bridge,6/28/1991,451,0.23,91.92518677,C,OMR,Interior
Clifton Court Intake,10/20/1994,451,0.19,92.73586707,AN,OMR,Interior
Contra Costa PP Number 01,5/19/1992,451,0.17,92.35936602,C,OMR,Interior
Contra Costa PP Number 01,5/5/1999,451,0.15,57.23000982,W,OMR,Interior
Middle River @ Union Point - P10A,9/2/2014,452,0.27,90.3346038,C,OMR,Interior
Middle River @ Union Point - P10A,9/2/2014,452,0.27,90.3346038,C,SouthDelta,Interior
Middle R @ Tracy Rd Bdg,7/24/1991,454,0.27,92.78926842,C,SouthDelta,Interior
Middle River at Bacon Island Bridge,1/23/1992,455,0.2,92.69366513,C,OMR,Interior
Middle River @ Union Point - P10A,1/8/2018,456,0.25,84.74492337,BN,OMR,Interior
Contra Costa PP Number 01,2/6/2007,456,0.21,79.89948567,D,OMR,Interior
Middle River @ Union Point - P10A,2/5/2008,456,0.17,54.87619201,C,OMR,Interior
Clifton Court Intake,5/13/1993,456,0.16,61.911538,AN,OMR,Interior
Middle River at Bacon Island Bridge,5/7/1992,456,0.13,90.34949329,C,OMR,Interior
Middle River @ Union Point - P10A,1/8/2018,456,0.25,84.74492337,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,2/5/2008,456,0.17,54.87619201,C,SouthDelta,Interior
Clifton Court Intake,7/25/1990,457,0.31,87.85147172,C,OMR,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/26/1991,457,0.26,89.13268814,C,SouthDelta,Interior
Middle River at Bacon Island Bridge,8/6/1990,458,0.3,86.53798294,C,OMR,Interior
Contra Costa PP Number 01,10/20/1993,458,0.25,84.89979461,C,OMR,Interior
Middle River at Bacon Island Bridge,9/24/1992,458,0.24,92.85385013,C,OMR,Interior
Middle River at Bacon Island Bridge,5/21/1992,458,0.16,91.77345049,C,OMR,Interior
Middle River @ Union Point - P10A,4/7/2014,459,0.2,75.44547873,C,OMR,Interior
Contra Costa PP Number 01,1/6/1999,459,0.15,64.63920091,W,OMR,Interior
Middle River @ Union Point - P10A,4/7/2014,459,0.2,75.44547873,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/6/2007,460,0.19,79.89948567,D,OMR,Interior
Middle River @ Union Point - P10A,2/6/2007,460,0.19,79.89948567,D,SouthDelta,Interior
Rock Slough @ Old River,8/28/1990,461,0.39,84.07314596,C,OMR,Interior
Contra Costa PP Number 01,12/5/2006,461,0.25,88.65054031,W,OMR,Interior
Middle River @ Union Point - P10A,10/1/2008,461,0.24,88.30977329,D,OMR,Interior
