Long Station Name,Collection Date,EC,K,Sacramento X2,WYT,Location,Area
Middle River @ Union Point - P10A,8/2/2006,261,1.4,78.28975195,W,SouthDelta,Interior
Middle River @ Union Point - P10A,6/6/2011,257,1.4,57.57300551,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/5/2011,184,1.4,56.36389323,W,SouthDelta,Interior
Middle River @ Union Point - P10A,8/1/2016,207,1.4,83.57049111,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,6/5/2017,177,1.4,57.96351261,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/10/2017,177,1.4,70.04911852,W,SouthDelta,Interior
Middle River @ Union Point - P10A,8/7/2017,217,1.4,80.74384873,W,SouthDelta,Interior
Middle River @ Union Point - P10A,8/6/2018,197,1.45,82.35063213,BN,SouthDelta,Interior
Old River nr Tracy,10/20/1993,249,1.5,84.89979461,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/3/2017,201,1.5,49.18404199,W,SouthDelta,Interior
Middle River @ Union Point - P10A,10/2/2017,186,1.5,77.2692402,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,10/3/2006,253,1.6,79.15994988,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,6/8/2010,288,1.6,67.97063022,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,7/6/2010,241,1.6,80.72423904,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,3/7/2011,372,1.6,56.35666923,W,SouthDelta,Interior
Middle River @ Union Point - P10A,5/2/2011,199,1.6,57.60965856,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/6/2016,222,1.6,84.55059684,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,11/7/2006,274,1.7,88.98570418,AN,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,5/21/2009,353,1.7,75.54540529,D,SouthDelta,Interior
Middle River @ Union Point - P10A,7/7/2009,228,1.7,82.06398554,D,SouthDelta,Interior
Middle River @ Union Point - P10A,8/4/2009,265,1.7,84.14076361,D,SouthDelta,Interior
Middle River @ Union Point - P10A,3/8/2017,187,1.7,46.65054443,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/2/2007,303,1.8,80.94470218,D,SouthDelta,Interior
Middle River @ Union Point - P10A,8/6/2007,277,1.8,84.7182393,D,SouthDelta,Interior
Middle River @ Union Point - P10A,5/4/2010,400,1.8,57.05251942,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,8/5/2008,304,1.9,88.35573476,C,SouthDelta,Interior
Middle River @ Union Point - P10A,6/7/2016,319,1.9,82.94141541,BN,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,9/1/1993,386,2,78.41118016,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,4/2/2007,318,2,72.02877378,D,SouthDelta,Interior
Middle River @ Union Point - P10A,5/2/2007,346,2,74.44600721,D,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,5/7/2009,425,2,68.40551796,D,SouthDelta,Interior
Middle River @ Union Point - P10A,9/7/2010,294,2,86.84207092,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2010,334,2,84.63274041,D,SouthDelta,Interior
Middle River @ Union Point - P10A,9/7/2016,288,2,84.03725468,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,12/4/2017,246,2,83.87250454,W,SouthDelta,Interior
Middle River @ Union Point - P10A,5/7/2018,352,2,64.92049336,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,6/5/2018,284,2,74.73149108,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,7/9/2018,246,2,82.60710477,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,9/10/2018,346,2.02,84.8982076,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,10/5/2010,340,2.1,83.98583932,D,SouthDelta,Interior
Middle River @ Union Point - P10A,5/5/2014,483,2.1,87.63000727,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/13/2019,278,2.1,#N/A,W,SouthDelta,Interior
Middle River @ Union Point - P10A,6/4/2007,399,2.2,80.25338455,D,SouthDelta,Interior
Middle River @ Union Point - P10A,10/2/2007,335,2.2,87.02852586,W,SouthDelta,Interior
Middle River @ Union Point - P10A,5/5/2009,358,2.2,73.26168644,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,5/7/2009,554,2.2,68.40551796,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,5/21/2009,488,2.2,75.54540529,D,SouthDelta,Interior
Middle River @ Union Point - P10A,6/2/2009,336,2.2,74.90839371,D,SouthDelta,Interior
Middle River @ Union Point - P10A,9/9/2009,345,2.2,84.37552482,D,SouthDelta,Interior
Middle River @ Union Point - P10A,2/7/2011,334,2.2,64.18410148,W,SouthDelta,Interior
Middle River @ Union Point - P10A,4/4/2011,247,2.2,0,W,SouthDelta,Interior
Middle River @ Union Point - P10A,9/5/2007,364,2.3,85.25541551,D,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,6/8/2009,550,2.3,77.24823856,D,SouthDelta,Interior
Middle River @ Union Point - P10A,12/1/2009,320,2.3,92.29828513,D,SouthDelta,Interior
Middle River @ Union Point - P10A,10/4/2016,387,2.3,86.5637221,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/8/1992,340,2.4,79.86326901,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/20/1993,318,2.4,84.89979461,C,SouthDelta,Interior
Middle River @ Union Point - P10A,12/5/2006,341,2.4,88.65054031,W,SouthDelta,Interior
Middle River @ Union Point - P10A,3/5/2007,485,2.4,58.91442023,D,SouthDelta,Interior
Middle River @ Union Point - P10A,7/1/2008,318,2.4,84.87243383,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,4/23/2009,463,2.4,79.53429049,D,SouthDelta,Interior
Middle River @ Union Point - P10A,12/6/2010,321,2.4,84.27592276,BN,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/26/1990,396,2.5,86.56430395,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/24/1991,511,2.5,92.78926842,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/22/1992,409,2.5,77.19407905,C,SouthDelta,Interior
Old River nr Tracy,9/1/1993,530,2.5,78.41118016,AN,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/12/1994,726,2.5,82.38546939,C,SouthDelta,Interior
Middle River @ Union Point - P10A,12/4/2007,348,2.5,87.28423839,D,SouthDelta,Interior
Middle River @ Union Point - P10A,9/2/2008,387,2.5,88.7732302,C,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2009,352,2.5,88.3635176,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/10/2016,321,2.5,62.66343249,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,2/6/2007,460,2.6,79.89948567,D,SouthDelta,Interior
Middle River @ Union Point - P10A,4/7/2009,314,2.6,75.36176628,D,SouthDelta,Interior
Middle River @ Union Point - P10A,6/2/2014,436,2.6,93.56618111,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/8/2008,492,2.7,78.37516679,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/6/2010,441,2.7,68.63765096,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,1/3/2011,274,2.7,53.33698971,W,SouthDelta,Interior
Middle River @ Union Point - P10A,5/3/2016,461,2.7,75.47029728,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,11/5/2018,362,2.7,#N/A,W,SouthDelta,Interior
Middle River @ Union Point - P10A,12/3/2018,408,2.77,#N/A,BN,SouthDelta,Interior
Middle R @ Tracy Rd Bdg,3/2/1989,506,2.8,91.3346382,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,5/5/1992,397,2.8,86.61933596,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/21/1993,615,2.8,62.38347365,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,1/2/2007,490,2.8,80.23657174,D,SouthDelta,Interior
Middle River @ Union Point - P10A,11/6/2007,427,2.8,89.58054651,W,SouthDelta,Interior
Middle River @ Union Point - P10A,5/6/2008,503,2.8,81.24308533,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,6/8/2009,739,2.8,77.24823856,D,SouthDelta,Interior
Middle River @ Union Point - P10A,10/7/2013,430,2.8,87.90258861,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,2/6/2017,258,2.8,50.46962633,W,SouthDelta,Interior
Middle River @ Union Point - P10A,4/9/2018,358,2.8,54.04390508,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,6/2/2008,435,2.9,81.73068377,C,SouthDelta,Interior
Middle River @ Union Point - P10A,10/1/2008,461,2.9,88.30977329,D,SouthDelta,Interior
Middle River @ Union Point - P10A,10/6/2009,411,2.9,87.99178837,C,SouthDelta,Interior
Middle River @ Union Point - P10A,9/2/2014,452,2.9,90.3346038,C,SouthDelta,Interior
Middle River @ Union Point - P10A,11/7/2016,353,2.9,87.41045331,C,SouthDelta,Interior
Middle River @ Union Point - P10A,12/7/2016,398,2.9,83.68530205,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,1/8/2018,456,2.9,84.74492337,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,10/11/2018,407,2.9,#N/A,W,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/10/1991,430,3,88.47167384,C,SouthDelta,Interior
Old River nr Tracy,1/12/1994,771,3,82.38546939,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/2/2010,483,3,63.81753273,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,4/7/2014,459,3,75.44547873,C,SouthDelta,Interior
Middle River @ Union Point - P10A,10/6/2014,503,3,94.77701545,D,SouthDelta,Interior
Middle River @ Union Point - P10A,3/2/2015,406,3,78.10690622,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/6/2015,419,3,88.0123047,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/23/1991,463,3.1,94.27657666,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/20/1994,824,3.1,78.884997,C,SouthDelta,Interior
Middle River @ Union Point - P10A,11/4/2013,463,3.1,90.34617646,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,1/9/2017,338,3.1,56.18463132,W,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/22/1990,652,3.2,83.47764088,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,3/11/1992,360,3.2,67.72093556,C,SouthDelta,Interior
Old River nr Tracy,4/21/1993,802,3.2,62.38347365,AN,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/8/1993,855,3.2,75.05380959,AN,SouthDelta,Interior
Old River nr Tracy,4/20/1994,942,3.2,78.884997,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,1/26/2009,995,3.2,88.07443799,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,4/23/2009,814,3.2,79.53429049,D,SouthDelta,Interior
Middle River @ Union Point - P10A,2/5/2018,402,3.2,74.06112596,BN,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,5/22/1991,479,3.3,90.63835999,C,SouthDelta,Interior
Middle R @ Tracy Rd Bdg,7/24/1991,454,3.3,92.78926842,C,SouthDelta,Interior
Old River nr Tracy,7/8/1993,950,3.3,75.05380959,AN,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/20/1994,922,3.3,78.884997,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/7/1991,536,3.4,92.52821793,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/22/1992,932,3.4,77.19407905,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/4/2008,374,3.4,66.16351777,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,12/11/2008,898,3.4,93.85276614,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,4/9/2009,844,3.4,75.01511525,D,SouthDelta,Interior
Middle River @ Union Point - P10A,8/4/2014,490,3.4,88.73599436,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2015,415,3.4,87.92593622,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/20/1994,852,3.5,90.6143213,C,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2008,443,3.5,93.02142734,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,12/11/2008,1047,3.5,93.85276614,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,1/12/2009,1009,3.5,89.32251087,D,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,1/26/2009,952,3.5,88.07443799,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,4/9/2009,1013,3.5,75.01511525,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/25/1990,671,3.6,87.22990049,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,12/19/1991,909,3.6,95.49778406,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/23/1992,546,3.6,92.69366513,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/5/2008,456,3.6,54.87619201,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,12/23/2008,928,3.6,91.80575032,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,2/26/2009,911,3.6,60.14582078,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,3/9/2009,868,3.6,54.40866096,D,SouthDelta,Interior
Middle River @ Union Point - P10A,1/5/2010,466,3.6,86.26711441,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,7/7/2014,541,3.6,90.2187572,C,SouthDelta,Interior
Old River nr Tracy,8/22/1990,857,3.7,83.47764088,C,SouthDelta,Interior
Old River nr Tracy,7/20/1994,997,3.7,90.6143213,C,SouthDelta,Interior
Middle River @ Union Point - P10A,12/2/2008,511,3.7,92.75840841,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,12/23/2008,1257,3.7,91.80575032,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,1/12/2009,1092,3.7,89.32251087,D,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,2/26/2009,840,3.7,60.14582078,D,SouthDelta,Interior
Middle River @ Union Point - P10A,12/2/2013,507,3.7,93.39492499,D,SouthDelta,Interior
Middle River @ Union Point - P10A,12/1/2014,542,3.7,93.6049299,C,SouthDelta,Interior
Middle River @ Union Point - P10A,9/9/2015,581,3.7,94.75346141,C,SouthDelta,Interior
Middle River @ Union Point - P10A,10/5/2015,616,3.7,94.93479848,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/7/2016,328,3.7,66.37589317,BN,SouthDelta,Interior
Old River nr Tracy,4/25/1990,1120,3.8,87.22990049,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/3/2008,544,3.8,83.34570353,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/6/2009,589,3.8,86.18470086,D,SouthDelta,Interior
Middle River @ Union Point - P10A,3/2/2009,583,3.8,65.57301543,D,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,3/9/2009,728,3.8,54.40866096,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,10/24/1990,1030,3.9,94.04183083,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/20/1994,956,3.9,90.6143213,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/2/2010,536,3.9,54.29400396,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2014,613,3.9,92.39401068,D,SouthDelta,Interior
Middle River @ Union Point - P10A,2/4/2019,411,3.9,#N/A,W,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,8/22/1990,735,4,83.47764088,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,10/23/1991,997,4,94.27657666,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,6/11/1992,686,4,90.14218042,C,SouthDelta,Interior
Old River nr Tracy,10/7/1992,974,4,92.45317986,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,10/7/1992,881,4,92.45317986,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,2/11/2009,1093,4,83.0036227,D,SouthDelta,Interior
Middle River @ Union Point - P10A,1/6/2014,601,4,92.33233742,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/5/2015,470,4,71.50190239,C,SouthDelta,Interior
Middle River @ Union Point - P10A,8/3/2015,648,4,95.38511805,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/7/1992,684,4.1,92.45317986,C,SouthDelta,Interior
Middle River @ Union Point - P10A,5/4/2015,568,4.1,94.17154572,C,SouthDelta,Interior
Middle River @ Union Point - P10A,11/2/2015,675,4.1,93.88533024,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/26/1990,843,4.2,86.56430395,C,SouthDelta,Interior
Old River nr Tracy,10/24/1990,1140,4.2,94.04183083,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/29/1991,1240,4.2,94.90599798,C,SouthDelta,Interior
Old River nr Tracy,1/23/1992,1150,4.2,92.69366513,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/20/1992,795,4.2,94.16017229,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,2/11/2009,1068,4.2,83.0036227,D,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,3/23/2009,1156,4.2,67.34893515,D,SouthDelta,Interior
Middle River @ Union Point - P10A,1/9/2019,543,4.2,#N/A,W,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/9/1992,724,4.3,91.63677332,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,3/23/2009,1179,4.3,67.34893515,D,SouthDelta,Interior
Middle River @ Union Point - P10A,1/4/2016,601,4.3,89.47617765,BN,SouthDelta,Interior
Old River nr Tracy,10/23/1991,1220,4.4,94.27657666,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/3/2014,725,4.4,80.57624471,C,SouthDelta,Interior
Middle River @ Union Point - P10A,7/6/2015,667,4.4,95.81957478,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2016,488,4.4,59.65346245,BN,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/25/1990,839,4.5,87.22990049,C,SouthDelta,Interior
Old River nr Tracy,7/24/1991,1110,4.5,92.78926842,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/24/1991,974,4.5,92.78926842,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/23/1992,1100,4.5,92.69366513,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2009,633,4.5,84.30493265,D,SouthDelta,Interior
Middle River @ Union Point - P10A,6/1/2015,697,4.5,93.2549537,C,SouthDelta,Interior
Old River nr Tracy,2/14/1990,1320,4.6,84.5852336,C,SouthDelta,Interior
Old River nr Tracy,1/29/1991,1320,4.6,94.90599798,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/29/1991,700,4.6,94.90599798,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/23/1991,1360,4.6,85.01362795,C,SouthDelta,Interior
Middle River @ Union Point - P10A,12/7/2015,710,4.6,94.9140377,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/24/1990,703,4.7,94.04183083,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/21/1991,840,4.7,88.57096592,C,SouthDelta,Interior
Old River nr Tracy,4/22/1992,1110,4.7,77.19407905,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/19/1992,822,4.7,92.0935494,C,SouthDelta,Interior
Old River nr Tracy,7/26/1990,916,4.8,86.56430395,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,9/3/1992,956,4.8,90.77667797,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/22/1992,900,4.9,92.3938467,C,SouthDelta,Interior
Old River nr Tracy,3/2/1989,1410,5,91.3346382,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,3/2/1989,1430,5,91.3346382,D,SouthDelta,Interior
Old River nr Tracy,7/22/1992,1120,5.1,92.3938467,C,SouthDelta,Interior
Old River nr Tracy,8/19/1992,1160,5.1,92.0935494,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2014,774,5.1,93.92384943,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,8/19/1992,1080,5.2,92.0935494,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/22/1992,1100,5.4,92.3938467,C,SouthDelta,Interior
Old River nr Tracy,1/13/1993,332,5.5,64.09402935,AN,SouthDelta,Interior
Old River nr Tracy,4/23/1991,1510,5.6,85.01362795,C,SouthDelta,Interior
Old River nr Tracy,8/21/1991,1140,5.7,88.57096592,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/13/1993,376,5.7,64.09402935,AN,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,2/14/1990,1240,5.8,84.5852336,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,8/21/1991,1000,5.8,88.57096592,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/24/1990,1200,6,79.66720736,C,SouthDelta,Interior
Old River nr Tracy,1/24/1990,1190,6.2,79.66720736,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/24/1990,1100,7.2,79.66720736,C,SouthDelta,Interior
