Long Station Name,Collection Date,EC,Mg,Sacramento X2,WYT,Location,Area
Old River South of Rock Slough (St 5A),10/6/1980,236,9,77.15999944,BN,OMR,Interior
Old River near Rock Slough,6/19/1959,318,8.9,91.43818578,BN,OMR,Interior
Old River near Rock Slough,6/19/1959,327,8.6,91.43818578,BN,OMR,Interior
Contra Costa PP Number 01,8/5/2003,348,8,69.2729812,AN,OMR,Interior
Old River South of Rock Slough (St 5A),3/21/1983,338,8,0,W,OMR,Interior
Old River South of Rock Slough (St 5A),2/17/1983,336,8,0,W,OMR,Interior
Contra Costa PP Number 01,3/12/1997,314,8,55.67296976,W,OMR,Interior
Old River South of Rock Slough (St 5A),4/21/1980,304,8,62.47778168,AN,OMR,Interior
Clifton Court Intake,6/4/1986,303,8,70.7018673,W,OMR,Interior
Old River South of Rock Slough (St 5A),4/8/1980,303,8,56.38489514,AN,OMR,Interior
Contra Costa PP Number 01,10/3/1996,292,8,81.93439648,W,OMR,Interior
Middle River @ Union Point - P10A,6/8/2010,288,8,67.97063022,BN,OMR,Interior
Middle River at Bacon Island Bridge,10/20/1993,287,8,84.89979461,C,OMR,Interior
Clifton Court Intake,10/14/1993,287,8,84.61138109,C,OMR,Interior
Contra Costa PP Number 01,9/5/1996,283,8,73.8076039,W,OMR,Interior
Old River South of Rock Slough (St 5A),7/3/1989,282,8,84.23126759,D,OMR,Interior
Old River South of Rock Slough (St 5A),1/20/1983,281,8,63.15136317,W,OMR,Interior
Middle River @ Union Point - P10A,3/13/2019,278,8,#N/A,W,OMR,Interior
Middle River @ Union Point - P10A,8/6/2007,277,8,84.7182393,D,OMR,Interior
Middle River at Bacon Island Bridge,9/21/1993,275,8,80.87356521,AN,OMR,Interior
Middle River @ Union Point - P10A,11/7/2006,274,8,88.98570418,AN,OMR,Interior
Contra Costa PP Number 01,4/10/1997,272,8,73.77999403,W,OMR,Interior
Contra Costa PP Number 01,8/6/1997,267,8,77.35304839,W,OMR,Interior
Contra Costa PP Number 01,7/2/2002,262,8,80.39099747,D,OMR,Interior
Old River South of Rock Slough (St 5A),3/19/1984,261,8,57.98189429,W,OMR,Interior
Contra Costa PP Number 01,6/6/2000,254,8,72.94579268,AN,OMR,Interior
Old River South of Rock Slough (St 5A),12/18/1981,254,8,56.1313435,D,OMR,Interior
Middle River @ Union Point - P10A,10/3/2006,253,8,79.15994988,AN,OMR,Interior
Contra Costa PP Number 01,6/8/1993,250,8,57.7015985,AN,OMR,Interior
Old River South of Rock Slough (St 5A),11/6/1979,250,8,80.35169489,AN,OMR,Interior
Contra Costa PP Number 01,7/1/1997,249,8,78.99333076,W,OMR,Interior
Middle River @ Union Point - P10A,7/9/2018,246,8,82.60710477,BN,OMR,Interior
Middle River @ Union Point - P10A,12/4/2017,246,8,83.87250454,W,OMR,Interior
Clifton Court Intake,9/21/1993,245,8,80.87356521,AN,OMR,Interior
Old River South of Rock Slough (St 5A),6/18/1981,243,8,80.97126487,D,OMR,Interior
Old River South of Rock Slough (St 5A),5/16/1985,241,8,77.45709937,D,OMR,Interior
Contra Costa PP Number 01,5/4/2004,233,8,76.25300399,BN,OMR,Interior
Contra Costa PP Number 01,3/6/2006,232,8,50.66954548,W,OMR,Interior
Old River South of Rock Slough (St 5A),6/2/1981,232,8,75.30547237,D,OMR,Interior
Old River South of Rock Slough (St 5A),8/21/1984,232,8,77.90828234,W,OMR,Interior
Contra Costa PP Number 01,7/3/2000,229,8,80.70368222,AN,OMR,Interior
Old River South of Rock Slough (St 5A),8/7/1986,229,8,81.25987168,W,OMR,Interior
Middle River @ Union Point - P10A,7/7/2009,228,8,82.06398554,D,OMR,Interior
Old River South of Rock Slough (St 5A),1/20/1981,227,8,84.3665229,D,OMR,Interior
Old River South of Rock Slough (St 5A),11/20/1979,227,8,77.49708288,AN,OMR,Interior
Old River South of Rock Slough (St 5A),4/23/1981,226,8,75.00542927,D,OMR,Interior
Rock Slough @ Old River,7/2/1986,225,8,77.07568175,W,OMR,Interior
Old River South of Rock Slough (St 5A),1/2/1980,223,8,63.56656112,AN,OMR,Interior
Contra Costa PP Number 01,12/6/1995,213,8,79.32528838,W,OMR,Interior
Old River South of Rock Slough (St 5A),1/6/1981,209,8,79.42709404,D,OMR,Interior
Old River South of Rock Slough (St 5A),9/17/1984,209,8,68.46687852,W,OMR,Interior
Old River South of Rock Slough (St 5A),5/7/1979,203,8,74.48111623,BN,OMR,Interior
Clifton Court Intake,3/4/1986,306,7,0,W,OMR,Interior
Middle River @ Union Point - P10A,6/5/2018,284,7,74.73149108,BN,OMR,Interior
Clifton Court Intake,5/7/1986,280,7,66.57784182,W,OMR,Interior
Old River South of Rock Slough (St 5A),5/19/1980,277,7,62.05980719,AN,OMR,Interior
Old River South of Rock Slough (St 5A),5/27/1980,277,7,65.09270984,AN,OMR,Interior
Middle River @ Union Point - P10A,1/3/2011,274,7,53.33698971,W,OMR,Interior
Old River South of Rock Slough (St 5A),2/14/1980,266,7,67.64537101,AN,OMR,Interior
Middle River @ Union Point - P10A,8/4/2009,265,7,84.14076361,D,OMR,Interior
Middle River @ Union Point - P10A,8/2/2006,261,7,78.28975195,W,OMR,Interior
Rock Slough at Delta Road Bridge,6/6/2011,259,7,57.57300551,W,OMR,Interior
Middle River @ Union Point - P10A,2/6/2017,258,7,50.46962633,W,OMR,Interior
Middle River @ Union Point - P10A,6/6/2011,257,7,57.57300551,W,OMR,Interior
Contra Costa PP Number 01,6/7/2005,256,7,54.24209382,AN,OMR,Interior
Middle River @ Union Point - P10A,4/4/2011,247,7,0,W,OMR,Interior
Contra Costa PP Number 01,8/2/2000,244,7,77.4197889,AN,OMR,Interior
Old River South of Rock Slough (St 5A),7/21/1982,244,7,78.29621658,W,OMR,Interior
Middle River @ Union Point - P10A,7/6/2010,241,7,80.72423904,BN,OMR,Interior
Middle River @ Union Point - P10A,9/6/2006,240,7,78.70958184,W,OMR,Interior
Old River South of Rock Slough (St 5A),4/16/1984,238,7,68.44196634,W,OMR,Interior
Old River South of Rock Slough (St 5A),10/19/1982,234,7,67.33005042,D,OMR,Interior
Old River South of Rock Slough (St 5A),5/20/1986,233,7,69.94743635,W,OMR,Interior
Old River South of Rock Slough (St 5A),6/10/1980,230,7,69.27641079,AN,OMR,Interior
Old River South of Rock Slough (St 5A),11/24/1980,225,7,79.91615184,BN,OMR,Interior
Middle River @ Union Point - P10A,7/6/2016,222,7,84.55059684,BN,OMR,Interior
Old River South of Rock Slough (St 5A),6/16/1980,221,7,68.91440792,AN,OMR,Interior
Old River South of Rock Slough (St 5A),6/23/1980,221,7,68.0228655,AN,OMR,Interior
Old River South of Rock Slough (St 5A),12/5/1980,220,7,81.24381742,AN,OMR,Interior
Old River South of Rock Slough (St 5A),11/14/1980,219,7,78.251066,BN,OMR,Interior
Contra Costa PP Number 01,8/5/1999,218,7,71.77110367,W,OMR,Interior
Rock Slough @ Old River,9/1/1993,216,7,78.41118016,AN,OMR,Interior
Old River South of Rock Slough (St 5A),12/4/1979,216,7,75.2791345,BN,OMR,Interior
Old River South of Rock Slough (St 5A),7/3/1979,214,7,80.43664007,BN,OMR,Interior
Old River North of Rock Slough (St 4b),4/21/1993,212,7,62.38347365,AN,OMR,Interior
Contra Costa PP Number 01,7/8/1999,211,7,73.33227294,W,OMR,Interior
Rock Slough @ Old River,4/21/1993,211,7,62.38347365,AN,OMR,Interior
Old River South of Rock Slough (St 5A),3/21/1986,210,7,0,W,OMR,Interior
Old River South of Rock Slough (St 5A),7/18/1984,209,7,75.88810175,W,OMR,Interior
Contra Costa PP Number 01,10/14/1998,208,7,70.16642583,W,OMR,Interior
Old River South of Rock Slough (St 5A),9/13/1982,208,7,66.6341757,W,OMR,Interior
Contra Costa PP Number 01,9/1/1993,205,7,78.41118016,AN,OMR,Interior
Old River South of Rock Slough (St 5A),12/16/1980,205,7,70.43542093,AN,OMR,Interior
Old River South of Rock Slough (St 5A),8/18/1980,204,7,80.02274745,AN,OMR,Interior
Old River South of Rock Slough (St 5A),10/20/1980,204,7,75.79339987,BN,OMR,Interior
Middle River at Bacon Island Bridge,7/8/1993,203,7,75.05380959,AN,OMR,Interior
Old River South of Rock Slough (St 5A),5/17/1984,201,7,71.23309041,W,OMR,Interior
Old River South of Rock Slough (St 5A),11/3/1980,201,7,78.34640114,BN,OMR,Interior
Old River South of Rock Slough (St 5A),12/17/1979,201,7,79.03917236,BN,OMR,Interior
Contra Costa PP Number 01,11/8/1995,200,7,81.20170079,C,OMR,Interior
Contra Costa PP Number 01,8/2/2005,196,7,80.7913406,AN,OMR,Interior
Rock Slough @ Old River,5/30/1984,194,7,76.19129629,W,OMR,Interior
Contra Costa PP Number 01,10/11/1995,193,7,69.40952731,C,OMR,Interior
Contra Costa PP Number 01,11/4/1998,190,7,78.12007996,W,OMR,Interior
Old River South of Rock Slough (St 5A),6/22/1984,190,7,74.34286418,W,OMR,Interior
Middle River @ Union Point - P10A,8/2/2010,189,7,79.32890201,BN,OMR,Interior
Contra Costa PP Number 01,9/6/1995,187,7,67.21706163,W,OMR,Interior
Old River South of Rock Slough (St 5A),5/21/1979,178,7,73.19414698,BN,OMR,Interior
Contra Costa PP Number 01,7/11/1996,175,7,75.57077698,W,OMR,Interior
Middle River @ Union Point - P10A,8/6/2018,197,6.79,82.35063213,BN,OMR,Interior
Rock Slough @ Old River,6/27/1984,189,6.7,78.52956136,W,OMR,Interior
Clifton Court Intake,7/25/1984,212,6.6,75.0760343,W,OMR,Interior
Rock Slough @ Old River,7/25/1984,217,6.5,75.0760343,W,OMR,Interior
Old River South of Rock Slough (St 5A),6/22/1982,253,6,65.44959567,W,OMR,Interior
Old River South of Rock Slough (St 5A),3/26/1980,244,6,56.84018254,AN,OMR,Interior
Old River South of Rock Slough (St 5A),12/14/1982,240,6,58.19292799,W,OMR,Interior
Contra Costa PP Number 01,7/8/1998,233,6,56.61660003,W,OMR,Interior
Old River South of Rock Slough (St 5A),1/18/1984,230,6,52.80804893,W,OMR,Interior
Old River South of Rock Slough (St 5A),2/29/1980,227,6,49.08867267,AN,OMR,Interior
Old River South of Rock Slough (St 5A),1/30/1980,218,6,52.74067557,AN,OMR,Interior
Middle River @ Union Point - P10A,8/7/2017,217,6,80.74384873,W,OMR,Interior
Contra Costa PP Number 01,6/14/1995,214,6,58.38588799,W,OMR,Interior
Old River North of Rock Slough (St 4b),9/1/1993,212,6,78.41118016,AN,OMR,Interior
Middle River @ Union Point - P10A,8/1/2016,207,6,83.57049111,BN,OMR,Interior
Old River South of Rock Slough (St 5A),3/15/1982,207,6,49.23180133,W,OMR,Interior
Middle River at Bacon Island Bridge,7/25/1989,200,6,80.02863026,D,OMR,Interior
Old River South of Rock Slough (St 5A),6/30/1980,195,6,70.47262594,AN,OMR,Interior
Middle River @ Union Point - P10A,9/7/2017,193,6,77.48586469,W,OMR,Interior
Old River South of Rock Slough (St 5A),8/20/1984,192,6,72.85477497,W,OMR,Interior
Contra Costa PP Number 01,8/5/1998,190,6,70.95431958,W,OMR,Interior
Middle River @ Union Point - P10A,10/2/2017,186,6,77.2692402,BN,OMR,Interior
Old River South of Rock Slough (St 5A),7/7/1980,186,6,68.25641473,AN,OMR,Interior
Contra Costa PP Number 01,8/12/1993,185,6,71.58781984,AN,OMR,Interior
Old River South of Rock Slough (St 5A),8/17/1982,184,6,76.46364235,W,OMR,Interior
Old River South of Rock Slough (St 5A),11/16/1982,180,6,65.44459814,D,OMR,Interior
Old River South of Rock Slough (St 5A),11/13/1984,177,6,76.76724225,W,OMR,Interior
Middle River at Bacon Island Bridge,9/1/1993,175,6,78.41118016,AN,OMR,Interior
Old River South of Rock Slough (St 5A),8/26/1983,175,6,63.12853224,W,OMR,Interior
Old River South of Rock Slough (St 5A),7/21/1980,174,6,71.80905674,AN,OMR,Interior
Old River South of Rock Slough (St 5A),7/14/1980,172,6,71.65830083,AN,OMR,Interior
Old River South of Rock Slough (St 5A),8/6/1980,170,6,76.44358914,AN,OMR,Interior
Clifton Court Intake,7/20/1993,166,6,75.81769133,AN,OMR,Interior
Contra Costa PP Number 01,9/2/1998,161,6,67.79734317,W,OMR,Interior
Middle River at Bacon Island Bridge,7/20/1993,161,6,75.81769133,AN,OMR,Interior
Contra Costa PP Number 01,7/8/1993,159,6,75.05380959,AN,OMR,Interior
Old River South of Rock Slough (St 5A),7/29/1980,159,6,75.15820048,AN,OMR,Interior
Old River South of Rock Slough (St 5A),3/12/1980,212,5,49.22949664,AN,OMR,Interior
Old River South of Rock Slough (St 5A),4/18/1983,211,5,51.81872331,W,OMR,Interior
Old River South of Rock Slough (St 5A),4/16/1986,203,5,57.82517336,W,OMR,Interior
Middle River @ Union Point - P10A,4/3/2017,201,5,49.18404199,W,OMR,Interior
Middle River @ Union Point - P10A,5/2/2011,199,5,57.60965856,W,OMR,Interior
Clifton Court Intake,4/9/1986,197,5,52.99907803,W,OMR,Interior
Old River South of Rock Slough (St 5A),5/24/1982,196,5,58.78823135,W,OMR,Interior
Old River South of Rock Slough (St 5A),12/14/1983,192,5,49.15904734,W,OMR,Interior
Middle River @ Union Point - P10A,3/8/2017,187,5,46.65054443,W,OMR,Interior
Middle River @ Union Point - P10A,7/5/2011,184,5,56.36389323,W,OMR,Interior
Middle River @ Union Point - P10A,6/5/2017,177,5,57.96351261,W,OMR,Interior
Middle River @ Union Point - P10A,7/10/2017,177,5,70.04911852,W,OMR,Interior
Old River South of Rock Slough (St 5A),5/25/1983,170,5,53.44081668,W,OMR,Interior
Rock Slough at Delta Road Bridge,7/5/2011,169,5,56.36389323,W,OMR,Interior
Contra Costa PP Number 01,7/5/2006,162,5,67.43685291,W,OMR,Interior
Contra Costa PP Number 01,7/22/1993,159,5,69.41514716,AN,OMR,Interior
Rock Slough @ Old River,7/8/1993,156,5,75.05380959,AN,OMR,Interior
Contra Costa PP Number 01,7/6/2005,151,5,69.97360216,AN,OMR,Interior
Contra Costa PP Number 01,8/9/1995,150,5,68.77947219,W,OMR,Interior
Old River North of Rock Slough (St 4b),7/8/1993,148,5,75.05380959,AN,OMR,Interior
Middle River at Bacon Island Bridge,8/10/1993,147,5,70.9026113,AN,OMR,Interior
Contra Costa PP Number 01,7/12/1995,146,5,65.49822638,W,OMR,Interior
Old River South of Rock Slough (St 5A),5/5/1982,178,4,53.20631662,W,OMR,Interior
Middle River @ Union Point - P10A,7/5/2006,154,4,67.43685291,W,OMR,Interior
Old River South of Rock Slough (St 5A),10/20/1983,154,4,64.89019526,W,OMR,Interior
Old River South of Rock Slough (St 5A),7/20/1983,138,4,57.24485942,W,OMR,Interior
Middle River @ Union Point - P10A,5/3/2017,120,3,50.00669585,W,OMR,Interior
P8 - San Joaquin River @ Buckley Cove,2/2/1968,650,17,60.82383763,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,3/22/1968,395,12,57.81297746,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,10/10/1968,900,23.8,83.16574214,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,1/23/1969,180,6,48.06579729,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,4/16/1969,200,5.2,50.10640361,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,7/17/1969,360,8.2,68.77308425,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,3/2/1989,1370,35,91.3346382,D,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/25/1989,800,18,80.02863026,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/25/1989,130,9,80.02863026,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,1/24/1990,204,8,79.66720736,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/24/1990,1310,33,79.66720736,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,2/14/1990,1300,30,84.5852336,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,4/25/1990,164,6,87.22990049,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/25/1990,823,20,87.22990049,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/26/1990,160,6,86.56430395,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/26/1990,853,22,86.56430395,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,8/22/1990,178,7,83.47764088,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,8/22/1990,738,19,83.47764088,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,10/24/1990,191,8,94.04183083,D,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/24/1990,739,19,94.04183083,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,1/29/1991,344,12,94.90599798,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/29/1991,1100,31,94.90599798,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/23/1991,1330,38,85.01362795,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,4/23/1991,251,11,85.01362795,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/24/1991,962,27,92.78926842,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/24/1991,275,9,92.78926842,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,8/21/1991,950,27,88.57096592,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,8/21/1991,245,8,88.57096592,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/23/1991,727,20,94.27657666,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,10/23/1991,160,7,94.27657666,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/23/1992,1080,28,92.69366513,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,1/23/1992,247,10,92.69366513,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/22/1992,834,22,77.19407905,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,4/22/1992,231,10,77.19407905,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/22/1992,979,29,92.3938467,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/22/1992,179,7,92.3938467,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,8/19/1992,163,7,92.0935494,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/7/1992,944,28,92.45317986,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,10/7/1992,232,9,92.45317986,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/13/1993,357,9,64.09402935,AN,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,1/13/1993,247,9,64.09402935,AN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/21/1993,601,16,62.38347365,AN,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,4/21/1993,145,6,62.38347365,AN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/8/1993,842,22,75.05380959,AN,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/8/1993,120,5,75.05380959,AN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,9/1/1993,349,9,78.41118016,AN,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,9/1/1993,162,6,78.41118016,AN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/20/1993,245,6,84.89979461,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,10/20/1993,151,5,84.89979461,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/12/1994,731,18,82.38546939,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,1/12/1994,227,9,82.38546939,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/20/1994,880,23,78.884997,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,4/20/1994,236,10,78.884997,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/20/1994,942,26,90.6143213,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/20/1994,248,8,90.6143213,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,11/17/1994,796,20,91.53716312,AN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,12/20/1994,946,24,81.11970496,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/26/1995,383,11,53.05662006,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,2/16/1995,487,12,49.77058978,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,3/20/1995,301,8,35.26878783,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/24/1995,184,5,55.06228913,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,5/18/1995,143,4,50.95156216,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,6/22/1995,240,6,57.6171137,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/20/1995,218,5,58.74876866,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,8/17/1995,633,16,74.57233985,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,9/14/1995,387,10,67.19233682,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/19/1995,202,5,74.05131326,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,11/16/1995,750,19,79.55759468,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,12/7/1995,746,17,79.94458802,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/18/1996,946,21,81.11891586,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,2/15/1996,290,7,53.64428507,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,3/14/1996,253,7,48.94207006,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/11/1996,413,10,53.46132043,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,5/9/1996,336,8,62.32099718,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,6/13/1996,592,16,65.4871296,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/18/1996,774,20,73.33974661,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,8/15/1996,747,16,77.45680181,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,9/12/1996,666,16,76.73553471,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/10/1996,609,14,83.55493234,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,11/14/1996,690,16,87.30019572,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,12/12/1996,220,5,67.9766535,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,2/13/1997,185,5,47.19212894,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,3/13/1997,338,8,55.45327752,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/9/1997,788,19,73.79612645,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,5/13/1997,346,8,71.63203277,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,6/4/1997,560,14,78.50514499,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/2/1997,620,16,78.23532434,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,8/7/1997,663,18,77.94958475,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,9/2/1997,671,19,77.2650624,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,12/12/2009,789,22,92.72553683,D,SJRcorridor,Interior
SAN JOAQUIN R A BRANDT BR        ,12/12/2009,766,22,92.72553683,D,SJRcorridor,Interior
SAN JOAQUIN R A BRANDT BR        ,1/12/2010,928,25,91.08275529,BN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/12/2010,1008,26,91.08275529,BN,SJRcorridor,Interior
SAN JOAQUIN R A BRANDT BR        ,1/18/2010,945,24,86.04685619,BN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/18/2010,848,21,86.04685619,BN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/20/2010,778,20,82.2895829,BN,SJRcorridor,Interior
SAN JOAQUIN R A BRANDT BR        ,1/20/2010,923,25,82.2895829,BN,SJRcorridor,Interior
Old River nr Tracy,4/23/1991,1510,42,85.01362795,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,3/2/1989,1430,38,91.3346382,D,SouthDelta,Interior
Old River nr Tracy,3/2/1989,1410,38,91.3346382,D,SouthDelta,Interior
