Long Station Name,Collection Date,EC,SO4,Sacramento X2,WYT,Location,Area
Middle River at Bacon Island Bridge,9/22/1994,407,27,90.04354307,C,OMR,Interior
Contra Costa PP Number 01,2/3/2004,322,27,71.8099759,BN,OMR,Interior
Contra Costa PP Number 01,12/2/1998,289,27,64.89739823,W,OMR,Interior
Middle River @ Union Point - P10A,1/3/2011,274,27,53.33698971,W,OMR,Interior
Contra Costa PP Number 01,4/10/1997,272,27,73.77999403,W,OMR,Interior
Middle River @ Union Point - P10A,2/6/2017,258,27,50.46962633,W,OMR,Interior
Middle River @ Union Point - P10A,6/6/2011,257,27,57.57300551,W,OMR,Interior
Old River near Rock Slough,9/2/1959,621,26,91.96611223,BN,OMR,Interior
Rock Slough @ Old River,7/26/1990,572,26,86.56430395,C,OMR,Interior
Contra Costa PP Number 01,10/13/1994,569,26,90.78710967,AN,OMR,Interior
Middle River @ Union Point - P10A,7/7/2014,541,26,90.2187572,C,OMR,Interior
Contra Costa PP Number 01,9/8/2004,540,26,83.45154489,BN,OMR,Interior
Clifton Court Intake,9/24/1990,504,26,90.82305445,C,OMR,Interior
Clifton Court Intake,12/15/1993,490,26,84.34978841,AN,OMR,Interior
Middle River at Bacon Island Bridge,6/28/1991,451,26,91.92518677,C,OMR,Interior
Clifton Court Intake,10/20/1994,451,26,92.73586707,AN,OMR,Interior
Rock Slough @ Old River,2/17/1994,370,26,75.37363149,C,OMR,Interior
Middle River at Bacon Island Bridge,4/22/1992,335,26,77.19407905,C,OMR,Interior
Middle River @ Union Point - P10A,7/1/2008,318,26,84.87243383,C,OMR,Interior
Middle River @ Union Point - P10A,8/2/2006,261,26,78.28975195,W,OMR,Interior
Contra Costa PP Number 01,7/8/1998,233,26,56.61660003,W,OMR,Interior
Rock Slough @ Old River,10/20/1994,636,25,92.73586707,AN,OMR,Interior
Middle River @ Union Point - P10A,10/5/2015,616,25,94.93479848,C,OMR,Interior
Middle River @ Union Point - P10A,11/3/2014,613,25,92.39401068,D,OMR,Interior
Old River North of Rock Slough (St 4b),8/21/1991,551,25,88.57096592,C,OMR,Interior
Old River near Rock Slough,9/15/1959,509,25,84.58759953,BN,OMR,Interior
Middle River @ Union Point - P10A,12/2/2013,507,25,93.39492499,D,OMR,Interior
Middle River at Bacon Island Bridge,8/19/1992,484,25,92.0935494,C,OMR,Interior
Middle River @ Union Point - P10A,11/4/2013,463,25,90.34617646,BN,OMR,Interior
Contra Costa PP Number 01,12/5/2006,461,25,88.65054031,W,OMR,Interior
Contra Costa PP Number 01,10/20/1993,458,25,84.89979461,C,OMR,Interior
Middle River at Bacon Island Bridge,9/24/1992,458,25,92.85385013,C,OMR,Interior
Contra Costa PP Number 01,2/6/2007,456,25,79.89948567,D,OMR,Interior
Middle River @ Union Point - P10A,3/10/2016,321,25,62.66343249,BN,OMR,Interior
Middle River @ Union Point - P10A,6/7/2016,319,25,82.94141541,BN,OMR,Interior
Contra Costa PP Number 01,3/5/2007,315,25,58.91442023,D,OMR,Interior
Middle River at Bacon Island Bridge,3/26/1992,290,25,68.43776556,C,OMR,Interior
Contra Costa PP Number 01,4/21/1993,265,25,62.38347365,AN,OMR,Interior
Contra Costa PP Number 01,6/6/2000,254,25,72.94579268,AN,OMR,Interior
Middle River @ Union Point - P10A,9/9/2015,581,24,94.75346141,C,OMR,Interior
Contra Costa PP Number 01,10/3/2000,548,24,87.25802224,W,OMR,Interior
Middle River @ Union Point - P10A,12/1/2014,542,24,93.6049299,C,OMR,Interior
Old River North of Rock Slough (St 4b),7/26/1990,524,24,86.56430395,C,OMR,Interior
Contra Costa PP Number 01,8/3/2004,470,24,81.28623188,BN,OMR,Interior
Middle River at Bacon Island Bridge,1/24/1990,420,24,79.66720736,C,OMR,Interior
Clifton Court Intake,3/20/1990,404,24,85.09103604,C,OMR,Interior
Contra Costa PP Number 01,1/5/1994,403,24,81.23635172,C,OMR,Interior
Middle River at Bacon Island Bridge,7/20/1994,365,24,90.6143213,C,OMR,Interior
Middle River at Bacon Island Bridge,10/23/1991,365,24,94.27657666,C,OMR,Interior
Middle River at Bacon Island Bridge,5/21/1991,359,24,91.14886705,C,OMR,Interior
Middle River @ Union Point - P10A,12/5/2006,341,24,88.65054031,W,OMR,Interior
Rock Slough @ Old River,4/22/1992,330,24,77.19407905,C,OMR,Interior
Old River North of Rock Slough (St 4b),4/22/1992,325,24,77.19407905,C,OMR,Interior
Contra Costa PP Number 01,6/8/1993,250,24,57.7015985,AN,OMR,Interior
Clifton Court Intake,4/9/1986,197,24,52.99907803,W,OMR,Interior
Contra Costa PP Number 01,10/3/2005,504,23,81.90521431,BN,OMR,Interior
Contra Costa PP Number 01,11/7/2005,468,23,89.68142253,BN,OMR,Interior
Contra Costa PP Number 01,7/7/2004,430,23,83.05294294,BN,OMR,Interior
Middle River at Bacon Island Bridge,9/24/1990,368,23,90.82305445,C,OMR,Interior
Middle River @ Union Point - P10A,11/3/2009,352,23,88.3635176,C,OMR,Interior
Middle River @ Union Point - P10A,4/7/2009,314,23,75.36176628,D,OMR,Interior
Contra Costa PP Number 01,4/2/2002,295,23,71.94484474,D,OMR,Interior
Middle River at Bacon Island Bridge,4/23/1991,294,23,85.01362795,C,OMR,Interior
Middle River @ Union Point - P10A,6/5/2018,284,23,74.73149108,BN,OMR,Interior
Middle River at Bacon Island Bridge,9/21/1993,275,23,80.87356521,AN,OMR,Interior
Middle River @ Union Point - P10A,11/7/2006,274,23,88.98570418,AN,OMR,Interior
Middle River @ Union Point - P10A,4/4/2011,247,23,0,W,OMR,Interior
Contra Costa PP Number 01,6/14/1995,214,23,58.38588799,W,OMR,Interior
Rock Slough @ Old River,8/21/1991,550,22,88.57096592,C,OMR,Interior
Contra Costa PP Number 01,8/5/2008,492,22,88.35573476,C,OMR,Interior
Rock Slough @ Old River,8/22/1990,477,22,83.47764088,C,OMR,Interior
Clifton Court Intake,9/10/1991,469,22,92.73110822,C,OMR,Interior
Middle River @ Union Point - P10A,10/1/2008,461,22,88.30977329,D,OMR,Interior
Middle River @ Union Point - P10A,12/3/2018,408,22,#N/A,BN,OMR,Interior
Middle River at Bacon Island Bridge,7/24/1991,404,22,92.78926842,C,OMR,Interior
Contra Costa PP Number 01,10/5/1993,368,22,83.89162437,C,OMR,Interior
Old River North of Rock Slough (St 4b),7/25/1989,350,22,80.02863026,D,OMR,Interior
Old River near Rock Slough,10/30/1959,345,22,83.58656463,W,OMR,Interior
Middle River at Bacon Island Bridge,12/15/1993,305,22,84.34978841,AN,OMR,Interior
Middle River @ Union Point - P10A,10/6/2014,503,21,94.77701545,D,OMR,Interior
Contra Costa PP Number 01,8/6/2007,492,21,84.7182393,D,OMR,Interior
Middle River @ Union Point - P10A,8/4/2014,490,21,88.73599436,C,OMR,Interior
Old River near Rock Slough,9/15/1959,486,21,84.58759953,BN,OMR,Interior
Old River North of Rock Slough (St 4b),8/22/1990,463,21,83.47764088,C,OMR,Interior
Clifton Court Intake,11/10/1993,418,21,87.72748074,C,OMR,Interior
Middle River @ Union Point - P10A,10/6/2009,411,21,87.99178837,C,OMR,Interior
Rock Slough @ Old River,1/12/1994,341,21,82.38546939,C,OMR,Interior
Middle River @ Union Point - P10A,1/9/2017,338,21,56.18463132,W,OMR,Interior
Old River near Rock Slough,6/19/1959,318,21,91.43818578,BN,OMR,Interior
Contra Costa PP Number 01,6/8/2004,308,21,86.24729429,BN,OMR,Interior
Middle River at Bacon Island Bridge,10/20/1993,287,21,84.89979461,C,OMR,Interior
Clifton Court Intake,10/14/1993,287,21,84.61138109,C,OMR,Interior
Contra Costa PP Number 01,4/2/2007,255,21,72.02877378,D,OMR,Interior
Rock Slough @ Old River,7/2/1986,225,21,77.07568175,W,OMR,Interior
Old River near Rock Slough,10/1/1959,396,20,78.11676896,W,OMR,Interior
Rock Slough @ Old River,6/26/1990,377,20,87.03302324,C,OMR,Interior
Middle River @ Union Point - P10A,11/5/2018,362,20,#N/A,W,OMR,Interior
Middle River @ Union Point - P10A,11/3/2010,334,20,84.63274041,D,OMR,Interior
Old River near Rock Slough,6/19/1959,327,20,91.43818578,BN,OMR,Interior
Contra Costa PP Number 01,7/1/2008,287,20,84.87243383,C,OMR,Interior
Contra Costa PP Number 01,9/23/1993,285,20,83.44869348,AN,OMR,Interior
Contra Costa PP Number 01,5/2/2007,268,20,74.44600721,D,OMR,Interior
Contra Costa PP Number 01,7/2/2007,264,20,80.94470218,D,OMR,Interior
Middle River @ Union Point - P10A,10/3/2006,253,20,79.15994988,AN,OMR,Interior
Middle River @ Union Point - P10A,7/6/2010,241,20,80.72423904,BN,OMR,Interior
Contra Costa PP Number 01,3/6/2006,232,20,50.66954548,W,OMR,Interior
Middle River @ Union Point - P10A,4/3/2017,201,20,49.18404199,W,OMR,Interior
Middle River @ Union Point - P10A,9/2/2014,452,19,90.3346038,C,OMR,Interior
Old River North of Rock Slough (St 4b),10/20/1993,436,19,84.89979461,C,OMR,Interior
Middle River @ Union Point - P10A,10/7/2013,430,19,87.90258861,BN,OMR,Interior
Contra Costa PP Number 01,9/6/2005,418,19,83.07162013,AN,OMR,Interior
Clifton Court Intake,8/21/1990,397,19,82.94560259,C,OMR,Interior
Middle River @ Union Point - P10A,9/2/2008,387,19,88.7732302,C,OMR,Interior
Middle River @ Union Point - P10A,12/4/2007,348,19,87.28423839,D,OMR,Interior
Old River North of Rock Slough (St 4b),1/12/1994,337,19,82.38546939,C,OMR,Interior
Middle River @ Union Point - P10A,12/1/2009,320,19,92.29828513,D,OMR,Interior
Contra Costa PP Number 01,8/2/2000,244,19,77.4197889,AN,OMR,Interior
Contra Costa PP Number 01,4/6/2004,238,19,69.18983307,BN,OMR,Interior
Contra Costa PP Number 01,5/4/2004,233,19,76.25300399,BN,OMR,Interior
Contra Costa PP Number 01,8/5/1998,190,19,70.95431958,W,OMR,Interior
Middle River @ Union Point - P10A,3/8/2017,187,19,46.65054443,W,OMR,Interior
Rock Slough @ Old River,10/20/1993,425,18,84.89979461,C,OMR,Interior
Middle River @ Union Point - P10A,10/11/2018,407,18,#N/A,W,OMR,Interior
Middle River @ Union Point - P10A,12/7/2016,398,18,83.68530205,BN,OMR,Interior
Middle River @ Union Point - P10A,11/7/2016,353,18,87.41045331,C,OMR,Interior
Middle River at Bacon Island Bridge,8/21/1991,347,18,88.57096592,C,OMR,Interior
Middle River at Bacon Island Bridge,11/10/1993,293,18,87.72748074,C,OMR,Interior
Contra Costa PP Number 01,9/2/1997,269,18,77.2650624,W,OMR,Interior
Middle River @ Union Point - P10A,9/6/2006,240,18,78.70958184,W,OMR,Interior
Old River North of Rock Slough (St 4b),4/21/1993,212,18,62.38347365,AN,OMR,Interior
Rock Slough @ Old River,4/21/1993,211,18,62.38347365,AN,OMR,Interior
Middle River at Bacon Island Bridge,7/25/1989,200,18,80.02863026,D,OMR,Interior
Middle River @ Union Point - P10A,5/2/2011,199,18,57.60965856,W,OMR,Interior
Middle River @ Union Point - P10A,10/4/2016,387,17,86.5637221,C,OMR,Interior
Old River near Rock Slough,10/1/1959,352,17,78.11676896,W,OMR,Interior
Middle River at Bacon Island Bridge,4/25/1990,349,17,87.22990049,C,OMR,Interior
Middle River at Bacon Island Bridge,8/25/1994,336,17,90.48799198,C,OMR,Interior
Contra Costa PP Number 01,9/5/1996,283,17,73.8076039,W,OMR,Interior
Contra Costa PP Number 01,7/1/1997,249,17,78.99333076,W,OMR,Interior
Contra Costa PP Number 01,11/8/1995,200,17,81.20170079,C,OMR,Interior
Contra Costa PP Number 01,9/10/2003,388,16,81.97587927,AN,OMR,Interior
Middle River @ Union Point - P10A,9/5/2007,364,16,85.25541551,D,OMR,Interior
Middle River @ Union Point - P10A,10/5/2010,340,16,83.98583932,D,OMR,Interior
Middle River @ Union Point - P10A,10/2/2007,335,16,87.02852586,W,OMR,Interior
Middle River at Bacon Island Bridge,9/10/1991,323,16,92.73110822,C,OMR,Interior
Middle River @ Union Point - P10A,12/6/2010,321,16,84.27592276,BN,OMR,Interior
Middle River @ Union Point - P10A,8/5/2008,304,16,88.35573476,C,OMR,Interior
Contra Costa PP Number 01,11/7/2006,302,16,88.98570418,AN,OMR,Interior
Contra Costa PP Number 01,10/3/1996,292,16,81.93439648,W,OMR,Interior
Contra Costa PP Number 01,7/2/2002,262,16,80.39099747,D,OMR,Interior
Clifton Court Intake,9/21/1993,245,16,80.87356521,AN,OMR,Interior
Contra Costa PP Number 01,12/6/1995,213,16,79.32528838,W,OMR,Interior
Contra Costa PP Number 01,10/14/1998,208,16,70.16642583,W,OMR,Interior
Middle River at Bacon Island Bridge,7/8/1993,203,16,75.05380959,AN,OMR,Interior
Middle River @ Union Point - P10A,7/5/2011,184,16,56.36389323,W,OMR,Interior
Contra Costa PP Number 01,7/5/2006,162,16,67.43685291,W,OMR,Interior
Middle River @ Union Point - P10A,7/5/2006,154,16,67.43685291,W,OMR,Interior
Contra Costa PP Number 01,8/5/2003,348,15,69.2729812,AN,OMR,Interior
Middle River @ Union Point - P10A,9/9/2009,345,15,84.37552482,D,OMR,Interior
Middle River at Bacon Island Bridge,7/26/1990,286,15,86.56430395,C,OMR,Interior
Old River near Rock Slough,10/30/1959,281,15,83.58656463,W,OMR,Interior
Contra Costa PP Number 01,10/3/2006,272,15,79.15994988,AN,OMR,Interior
Middle River @ Union Point - P10A,7/9/2018,246,15,82.60710477,BN,OMR,Interior
Middle River @ Union Point - P10A,12/4/2017,246,15,83.87250454,W,OMR,Interior
Middle River @ Union Point - P10A,8/7/2017,217,15,80.74384873,W,OMR,Interior
Contra Costa PP Number 01,7/8/1999,211,15,73.33227294,W,OMR,Interior
Contra Costa PP Number 01,9/6/1995,187,15,67.21706163,W,OMR,Interior
Middle River @ Union Point - P10A,6/5/2017,177,15,57.96351261,W,OMR,Interior
Middle River @ Union Point - P10A,7/10/2017,177,15,70.04911852,W,OMR,Interior
Middle River @ Union Point - P10A,9/7/2010,294,14,86.84207092,BN,OMR,Interior
Middle River at Bacon Island Bridge,8/22/1990,269,14,83.47764088,C,OMR,Interior
Contra Costa PP Number 01,7/3/2000,229,14,80.70368222,AN,OMR,Interior
Middle River @ Union Point - P10A,7/7/2009,228,14,82.06398554,D,OMR,Interior
Contra Costa PP Number 01,9/1/1993,205,14,78.41118016,AN,OMR,Interior
Contra Costa PP Number 01,10/11/1995,193,14,69.40952731,C,OMR,Interior
Middle River @ Union Point - P10A,9/10/2018,346,13,84.8982076,BN,OMR,Interior
Middle River @ Union Point - P10A,9/7/2016,288,13,84.03725468,BN,OMR,Interior
Contra Costa PP Number 01,8/6/1997,267,13,77.35304839,W,OMR,Interior
Middle River @ Union Point - P10A,7/6/2016,222,13,84.55059684,BN,OMR,Interior
Contra Costa PP Number 01,8/5/1999,218,13,71.77110367,W,OMR,Interior
Contra Costa PP Number 01,11/4/1998,190,13,78.12007996,W,OMR,Interior
Contra Costa PP Number 01,7/11/1996,175,13,75.57077698,W,OMR,Interior
Middle River @ Union Point - P10A,8/6/2007,277,12,84.7182393,D,OMR,Interior
Middle River @ Union Point - P10A,8/4/2009,265,12,84.14076361,D,OMR,Interior
Rock Slough @ Old River,9/1/1993,216,12,78.41118016,AN,OMR,Interior
Old River North of Rock Slough (St 4b),9/1/1993,212,12,78.41118016,AN,OMR,Interior
Contra Costa PP Number 01,8/2/2005,196,12,80.7913406,AN,OMR,Interior
Contra Costa PP Number 01,8/12/1993,185,12,71.58781984,AN,OMR,Interior
Middle River at Bacon Island Bridge,9/1/1993,175,12,78.41118016,AN,OMR,Interior
Rock Slough at Delta Road Bridge,7/5/2011,169,12,56.36389323,W,OMR,Interior
Clifton Court Intake,7/20/1993,166,12,75.81769133,AN,OMR,Interior
Middle River at Bacon Island Bridge,7/20/1993,161,12,75.81769133,AN,OMR,Interior
Contra Costa PP Number 01,8/9/1995,150,12,68.77947219,W,OMR,Interior
Contra Costa PP Number 01,7/12/1995,146,12,65.49822638,W,OMR,Interior
Middle River @ Union Point - P10A,9/7/2017,193,11,77.48586469,W,OMR,Interior
Contra Costa PP Number 01,9/2/1998,161,11,67.79734317,W,OMR,Interior
Contra Costa PP Number 01,7/6/2005,151,11,69.97360216,AN,OMR,Interior
Middle River @ Union Point - P10A,8/1/2016,207,10,83.57049111,BN,OMR,Interior
Middle River @ Union Point - P10A,8/2/2010,189,10,79.32890201,BN,OMR,Interior
Middle River @ Union Point - P10A,10/2/2017,186,10,77.2692402,BN,OMR,Interior
Contra Costa PP Number 01,7/8/1993,159,10,75.05380959,AN,OMR,Interior
Contra Costa PP Number 01,7/22/1993,159,10,69.41514716,AN,OMR,Interior
Middle River at Bacon Island Bridge,8/10/1993,147,10,70.9026113,AN,OMR,Interior
Middle River @ Union Point - P10A,8/6/2018,197,9,82.35063213,BN,OMR,Interior
Rock Slough @ Old River,7/8/1993,156,9,75.05380959,AN,OMR,Interior
Middle River @ Union Point - P10A,5/3/2017,120,9,50.00669585,W,OMR,Interior
Old River North of Rock Slough (St 4b),7/8/1993,148,8,75.05380959,AN,OMR,Interior
P8 - San Joaquin River @ Buckley Cove,2/2/1968,650,68,60.82383763,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,3/22/1968,395,48,57.81297746,BN,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,10/10/1968,900,48,83.16574214,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,1/23/1969,180,20,48.06579729,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,4/16/1969,200,12,50.10640361,W,SJRcorridor,Interior
P8 - San Joaquin River @ Buckley Cove,7/17/1969,360,29,68.77308425,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,3/2/1989,1370,235,91.3346382,D,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/25/1989,800,120,80.02863026,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/25/1989,130,9,80.02863026,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,1/24/1990,204,12,79.66720736,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/24/1990,1310,222,79.66720736,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,2/14/1990,1300,225,84.5852336,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,4/25/1990,164,7,87.22990049,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/25/1990,823,118,87.22990049,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/26/1990,160,6,86.56430395,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/26/1990,853,101,86.56430395,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,8/22/1990,178,8,83.47764088,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,8/22/1990,738,89,83.47764088,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,10/24/1990,191,10,94.04183083,D,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/24/1990,739,78,94.04183083,D,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,1/29/1991,344,24,94.90599798,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/29/1991,1100,166,94.90599798,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/23/1991,1330,217,85.01362795,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,4/23/1991,251,16,85.01362795,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/24/1991,962,122,92.78926842,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/24/1991,275,14,92.78926842,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,8/21/1991,950,111,88.57096592,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,8/21/1991,245,12,88.57096592,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/23/1991,727,74,94.27657666,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,10/23/1991,160,7,94.27657666,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/23/1992,1080,152,92.69366513,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,1/23/1992,247,17,92.69366513,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/22/1992,834,111,77.19407905,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,4/22/1992,231,13,77.19407905,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/22/1992,979,117,92.3938467,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/22/1992,179,10,92.3938467,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,8/19/1992,163,9,92.0935494,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/7/1992,944,85,92.45317986,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,10/7/1992,232,13,92.45317986,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/13/1993,357,40,64.09402935,AN,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,1/13/1993,247,22,64.09402935,AN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/21/1993,601,80,62.38347365,AN,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,4/21/1993,145,8,62.38347365,AN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/8/1993,842,127,75.05380959,AN,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/8/1993,120,6,75.05380959,AN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,9/1/1993,349,47,78.41118016,AN,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,9/1/1993,162,10,78.41118016,AN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/20/1993,245,25,84.89979461,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,10/20/1993,151,5,84.89979461,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/12/1994,731,99,82.38546939,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,1/12/1994,227,13,82.38546939,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/20/1994,880,116,78.884997,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,4/20/1994,236,13,78.884997,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/20/1994,942,150,90.6143213,C,SJRcorridor,Interior
Little Connection Sl. @ Empire Tr.,7/20/1994,248,8,90.6143213,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,11/17/1994,796,99,91.53716312,AN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,12/20/1994,946,123,81.11970496,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/26/1995,383,45,53.05662006,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,2/16/1995,487,75,49.77058978,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,3/20/1995,301,53,35.26878783,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/24/1995,184,22,55.06228913,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,5/18/1995,143,14,50.95156216,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,6/22/1995,240,30,57.6171137,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/20/1995,218,32,58.74876866,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,8/17/1995,633,92,74.57233985,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,9/14/1995,387,54,67.19233682,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/19/1995,202,17,74.05131326,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,11/16/1995,750,77,79.55759468,C,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,12/7/1995,746,90,79.94458802,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/18/1996,946,138,81.11891586,W,SJRcorridor,Interior
