Long Station Name,Collection Date,EC,SO4,Sacramento X2,WYT,Location,Area
San Joaquin River @ Mossdale Bridge - C7A,2/15/1996,290,44,53.64428507,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,3/14/1996,253,31,48.94207006,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/11/1996,413,60,53.46132043,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,5/9/1996,336,47,62.32099718,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,6/13/1996,592,82,65.4871296,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/18/1996,774,112,73.33974661,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,8/15/1996,747,97,77.45680181,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,9/12/1996,666,84,76.73553471,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,10/10/1996,609,67,83.55493234,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,11/14/1996,690,78,87.30019572,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,12/12/1996,220,21,67.9766535,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,2/13/1997,185,21,47.19212894,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,3/13/1997,338,43,55.45327752,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,4/9/1997,788,115,73.79612645,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,5/13/1997,346,50,71.63203277,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,6/4/1997,560,80,78.50514499,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,7/2/1997,620,73,78.23532434,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,8/7/1997,663,81,77.94958475,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,9/2/1997,671,84,77.2650624,W,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,12/12/2009,789,110,92.72553683,D,SJRcorridor,Interior
SAN JOAQUIN R A BRANDT BR        ,12/12/2009,766,107,92.72553683,D,SJRcorridor,Interior
SAN JOAQUIN R A BRANDT BR        ,1/12/2010,928,140,91.08275529,BN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/12/2010,1008,146,91.08275529,BN,SJRcorridor,Interior
SAN JOAQUIN R A BRANDT BR        ,1/18/2010,945,141,86.04685619,BN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/18/2010,848,125,86.04685619,BN,SJRcorridor,Interior
San Joaquin River @ Mossdale Bridge - C7A,1/20/2010,778,112,82.2895829,BN,SJRcorridor,Interior
SAN JOAQUIN R A BRANDT BR        ,1/20/2010,923,137,82.2895829,BN,SJRcorridor,Interior
San Joaquin River at Holt Rd.,1/19/2011,247,25,66.73352135,W,SJRcorridor,Interior
Grant Ln Can @ Tracy Rd Bdg,3/2/1989,1430,254,91.3346382,D,SouthDelta,Interior
Old River nr Tracy,3/2/1989,1410,237,91.3346382,D,SouthDelta,Interior
Old River nr Tracy,4/23/1991,1510,221,85.01362795,C,SouthDelta,Interior
Old River nr Tracy,2/14/1990,1320,217,84.5852336,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,2/14/1990,1240,199,84.5852336,C,SouthDelta,Interior
Old River nr Tracy,1/29/1991,1320,194,94.90599798,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/23/1991,1360,189,85.01362795,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/29/1991,1240,187,94.90599798,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/24/1990,1200,187,79.66720736,C,SouthDelta,Interior
Old River nr Tracy,1/24/1990,1190,184,79.66720736,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,12/23/2008,1257,177,91.80575032,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,3/23/2009,1179,173,67.34893515,D,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,3/23/2009,1156,167,67.34893515,D,SouthDelta,Interior
Old River nr Tracy,1/23/1992,1150,166,92.69366513,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,2/11/2009,1093,166,83.0036227,D,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,2/11/2009,1068,164,83.0036227,D,SouthDelta,Interior
Old River @ Middle River,2/10/2009,1079,163,84.02790463,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/23/1992,1100,162,92.69366513,C,SouthDelta,Interior
Old River nr Tracy,4/25/1990,1120,160,87.22990049,C,SouthDelta,Interior
Old River nr Tracy,4/22/1992,1110,158,77.19407905,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/24/1990,1100,155,79.66720736,C,SouthDelta,Interior
Old River @ Middle River,3/16/2009,1043,155,64.397985,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,1/12/2009,1092,151,89.32251087,D,SouthDelta,Interior
Old River nr Tracy,7/20/1994,997,149,90.6143213,C,SouthDelta,Interior
Old River @ Middle River,4/1/2009,1008,143,73.95020527,D,SouthDelta,Interior
Old River @ Middle River,1/7/2009,962,140,86.91076865,D,SouthDelta,Interior
Old River nr Tracy,10/23/1991,1220,138,94.27657666,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,1/12/2009,1009,138,89.32251087,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,12/11/2008,1047,137,93.85276614,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,1/26/2009,995,136,88.07443799,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,4/9/2009,1013,135,75.01511525,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/22/1992,932,135,77.19407905,C,SouthDelta,Interior
Old River nr Tracy,8/21/1991,1140,133,88.57096592,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,2/26/2009,911,133,60.14582078,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,3/9/2009,868,133,54.40866096,D,SouthDelta,Interior
Old River nr Tracy,7/24/1991,1110,132,92.78926842,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/20/1994,956,132,90.6143213,C,SouthDelta,Interior
Old River nr Tracy,7/8/1993,950,132,75.05380959,AN,SouthDelta,Interior
Old River nr Tracy,10/24/1990,1140,131,94.04183083,D,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,1/26/2009,952,131,88.07443799,D,SouthDelta,Interior
Old River nr Tracy,4/20/1994,942,130,78.884997,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/20/1994,922,130,78.884997,C,SouthDelta,Interior
Old River nr Tracy,7/25/1989,850,130,80.02863026,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/22/1992,1100,126,92.3938467,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,12/23/2008,928,126,91.80575032,C,SouthDelta,Interior
Old River @ Middle River,1/29/2009,862,124,83.77227583,D,SouthDelta,Interior
Old River @ Middle River,12/22/2008,900,122,92.48009562,C,SouthDelta,Interior
Old River @ Middle River,2/25/2009,844,122,63.13375011,D,SouthDelta,Interior
Old River nr Tracy,7/22/1992,1120,121,92.3938467,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/8/1993,855,121,75.05380959,AN,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,2/26/2009,840,121,60.14582078,D,SouthDelta,Interior
Old River nr Tracy,8/19/1992,1160,120,92.0935494,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/25/1989,800,120,80.02863026,D,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,12/11/2008,898,118,93.85276614,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,8/19/1992,1080,116,92.0935494,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/25/1990,839,114,87.22990049,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/20/1994,824,113,78.884997,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,10/24/1990,1030,112,94.04183083,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/24/1991,974,112,92.78926842,C,SouthDelta,Interior
Old River nr Tracy,4/21/1993,802,111,62.38347365,AN,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,8/21/1991,1000,109,88.57096592,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,4/23/2009,814,107,79.53429049,D,SouthDelta,Interior
Old River nr Tracy,7/26/1990,916,106,86.56430395,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/20/1994,852,106,90.6143213,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,10/23/1991,997,104,94.27657666,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,4/9/2009,844,104,75.01511525,D,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,3/9/2009,728,104,54.40866096,D,SouthDelta,Interior
Old River nr Tracy,8/22/1990,857,103,83.47764088,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/26/1990,843,103,86.56430395,C,SouthDelta,Interior
Old River nr Tracy,1/12/1994,771,102,82.38546939,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,7/25/1989,800,100,80.02863026,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/12/1994,726,99,82.38546939,C,SouthDelta,Interior
Old River nr Tracy,10/7/1992,974,93,92.45317986,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,6/8/2009,739,90,77.24823856,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,8/22/1990,735,86,83.47764088,C,SouthDelta,Interior
Old River @ Middle River,4/16/2009,694,84,67.73613947,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,10/7/1992,881,82,92.45317986,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,4/21/1993,615,81,62.38347365,AN,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/22/1992,900,78,92.3938467,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/21/1991,840,78,88.57096592,C,SouthDelta,Interior
Old River nr Tracy,9/1/1993,530,72,78.41118016,AN,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/25/1990,671,70,87.22990049,C,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,5/7/2009,554,69,68.40551796,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/22/1990,652,66,83.47764088,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,8/19/1992,822,63,92.0935494,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,6/8/2009,550,62,77.24823856,D,SouthDelta,Interior
Old River @ Tracy Road Bridge - P12,5/21/2009,488,58,75.54540529,D,SouthDelta,Interior
Middle River @ Union Point - P10A,3/3/2014,725,56,80.57624471,C,SouthDelta,Interior
Middle River @ Union Point - P10A,5/6/2008,503,54,81.24308533,C,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,4/23/2009,463,54,79.53429049,D,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,9/1/1993,386,54,78.41118016,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,4/8/2008,492,52,78.37516679,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/5/2007,485,51,58.91442023,D,SouthDelta,Interior
Middle River @ Union Point - P10A,3/2/2009,583,50,65.57301543,D,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,5/7/2009,425,50,68.40551796,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/29/1991,700,49,94.90599798,C,SouthDelta,Interior
Middle River @ Union Point - P10A,5/4/2010,400,48,57.05251942,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2014,774,46,93.92384943,C,SouthDelta,Interior
Middle River @ Union Point - P10A,5/3/2016,461,46,75.47029728,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,2/5/2008,456,46,54.87619201,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/2/2010,483,45,63.81753273,BN,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/7/1992,684,43,92.45317986,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,1/23/1992,546,43,92.69366513,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/2/2010,536,43,54.29400396,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,4/6/2010,441,43,68.63765096,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,6/2/2008,435,43,81.73068377,C,SouthDelta,Interior
Middle River @ Union Point - P10A,6/4/2007,399,43,80.25338455,D,SouthDelta,Interior
Middle R @ Tracy Rd Bdg,3/2/1989,506,41,91.3346382,D,SouthDelta,Interior
Middle River @ Union Point - P10A,6/1/2015,697,40,93.2549537,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2009,633,40,84.30493265,D,SouthDelta,Interior
Middle River @ Union Point - P10A,3/7/2011,372,40,56.35666923,W,SouthDelta,Interior
Middle River @ Union Point - P10A,5/7/2018,352,39,64.92049336,BN,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/24/1990,703,38,94.04183083,D,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2016,488,38,59.65346245,BN,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,5/22/1991,479,38,90.63835999,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,4/22/1992,409,38,77.19407905,C,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,1/13/1993,376,38,64.09402935,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,1/6/2009,589,37,86.18470086,D,SouthDelta,Interior
Middle River @ Union Point - P10A,2/6/2007,460,37,79.89948567,D,SouthDelta,Interior
Grant Line Canal @ Tracy Blvd,5/21/2009,353,37,75.54540529,D,SouthDelta,Interior
Middle River @ Union Point - P10A,5/4/2015,568,36,94.17154572,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/5/2015,470,36,71.50190239,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/9/2018,358,36,54.04390508,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,3/4/2008,374,35,66.16351777,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/7/2011,334,35,64.18410148,W,SouthDelta,Interior
Middle River @ Union Point - P10A,12/7/2015,710,34,94.9140377,C,SouthDelta,Interior
Middle River @ Union Point - P10A,5/5/2014,483,34,87.63000727,C,SouthDelta,Interior
Middle River @ Union Point - P10A,7/6/2015,667,33,95.81957478,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/3/2015,415,33,87.92593622,C,SouthDelta,Interior
Middle River @ Union Point - P10A,2/5/2018,402,33,74.06112596,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,1/6/2014,601,32,92.33233742,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/3/2008,544,32,83.34570353,C,SouthDelta,Interior
Middle River @ Union Point - P10A,5/2/2007,346,32,74.44600721,D,SouthDelta,Interior
Old River nr Tracy,1/13/1993,332,32,64.09402935,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,1/4/2016,601,31,89.47617765,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,1/9/2019,543,31,#N/A,W,SouthDelta,Interior
Middle River @ Union Point - P10A,1/2/2007,490,31,80.23657174,D,SouthDelta,Interior
Middle River @ Union Point - P10A,4/7/2014,459,31,75.44547873,C,SouthDelta,Interior
Middle River @ Union Point - P10A,11/6/2007,427,31,89.58054651,W,SouthDelta,Interior
Middle River @ Union Point - P10A,2/4/2019,411,31,#N/A,W,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/24/1991,511,30,92.78926842,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/6/2015,419,30,88.0123047,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/2/2015,406,30,78.10690622,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/2/2007,318,30,72.02877378,D,SouthDelta,Interior
Middle River @ Union Point - P10A,8/3/2015,648,29,95.38511805,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/13/2019,278,29,#N/A,W,SouthDelta,Interior
Middle River @ Union Point - P10A,11/2/2015,675,28,93.88533024,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/5/2010,466,28,86.26711441,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2008,443,28,93.02142734,D,SouthDelta,Interior
Middle River @ Union Point - P10A,6/2/2014,436,28,93.56618111,C,SouthDelta,Interior
Middle River @ Union Point - P10A,5/5/2009,358,28,73.26168644,D,SouthDelta,Interior
Middle River @ Union Point - P10A,6/2/2009,336,28,74.90839371,D,SouthDelta,Interior
Middle River @ Union Point - P10A,4/7/2016,328,28,66.37589317,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,7/2/2007,303,28,80.94470218,D,SouthDelta,Interior
Middle River @ Union Point - P10A,6/8/2010,288,28,67.97063022,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,12/2/2008,511,27,92.75840841,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/8/2018,456,27,84.74492337,BN,SouthDelta,Interior
Middle R @ Tracy Rd Bdg,7/24/1991,454,27,92.78926842,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/3/2011,274,27,53.33698971,W,SouthDelta,Interior
Middle River @ Union Point - P10A,2/6/2017,258,27,50.46962633,W,SouthDelta,Interior
Middle River @ Union Point - P10A,6/6/2011,257,27,57.57300551,W,SouthDelta,Interior
Old River @ Middle River,6/9/1998,236,27,51.89782644,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/7/2014,541,26,90.2187572,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/23/1991,463,26,94.27657666,C,SouthDelta,Interior
Middle River @ Union Point - P10A,7/1/2008,318,26,84.87243383,C,SouthDelta,Interior
Middle River @ Union Point - P10A,8/2/2006,261,26,78.28975195,W,SouthDelta,Interior
Middle River @ Union Point - P10A,10/5/2015,616,25,94.93479848,C,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2014,613,25,92.39401068,D,SouthDelta,Interior
Middle River @ Union Point - P10A,12/2/2013,507,25,93.39492499,D,SouthDelta,Interior
Middle River @ Union Point - P10A,11/4/2013,463,25,90.34617646,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,3/10/2016,321,25,62.66343249,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,6/7/2016,319,25,82.94141541,BN,SouthDelta,Interior
Old River nr Tracy,10/20/1993,249,25,84.89979461,C,SouthDelta,Interior
Middle River @ Union Point - P10A,9/9/2015,581,24,94.75346141,C,SouthDelta,Interior
Middle River @ Union Point - P10A,12/1/2014,542,24,93.6049299,C,SouthDelta,Interior
Middle River @ Union Point - P10A,12/5/2006,341,24,88.65054031,W,SouthDelta,Interior
Grant Ln Can @ Tracy Rd Bdg,10/20/1993,244,24,84.89979461,C,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2009,352,23,88.3635176,C,SouthDelta,Interior
Middle River @ Union Point - P10A,4/7/2009,314,23,75.36176628,D,SouthDelta,Interior
Middle River @ Union Point - P10A,6/5/2018,284,23,74.73149108,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,11/7/2006,274,23,88.98570418,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,4/4/2011,247,23,0,W,SouthDelta,Interior
Middle River @ Union Point - P10A,10/1/2008,461,22,88.30977329,D,SouthDelta,Interior
Middle River @ Union Point - P10A,12/3/2018,408,22,#N/A,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,10/6/2014,503,21,94.77701545,D,SouthDelta,Interior
Middle River @ Union Point - P10A,8/4/2014,490,21,88.73599436,C,SouthDelta,Interior
Middle River @ Union Point - P10A,10/6/2009,411,21,87.99178837,C,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,7/26/1990,396,21,86.56430395,C,SouthDelta,Interior
Middle River @ Union Point - P10A,1/9/2017,338,21,56.18463132,W,SouthDelta,Interior
Middle River @ Union Point - P10A,11/5/2018,362,20,#N/A,W,SouthDelta,Interior
Middle River @ Union Point - P10A,11/3/2010,334,20,84.63274041,D,SouthDelta,Interior
Middle River @ Union Point - P10A,10/3/2006,253,20,79.15994988,AN,SouthDelta,Interior
Middle River @ Union Point - P10A,7/6/2010,241,20,80.72423904,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,4/3/2017,201,20,49.18404199,W,SouthDelta,Interior
Middle River @ Union Point - P10A,9/2/2014,452,19,90.3346038,C,SouthDelta,Interior
Middle River @ Union Point - P10A,10/7/2013,430,19,87.90258861,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,9/2/2008,387,19,88.7732302,C,SouthDelta,Interior
Middle River @ Union Point - P10A,12/4/2007,348,19,87.28423839,D,SouthDelta,Interior
Middle River @ Union Point - P10A,12/1/2009,320,19,92.29828513,D,SouthDelta,Interior
Grant Line/Fabian/Bell Canals nr Old R.,10/20/1993,318,19,84.89979461,C,SouthDelta,Interior
Middle River @ Union Point - P10A,3/8/2017,187,19,46.65054443,W,SouthDelta,Interior
Middle River @ Union Point - P10A,10/11/2018,407,18,#N/A,W,SouthDelta,Interior
Middle River @ Union Point - P10A,12/7/2016,398,18,83.68530205,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,11/7/2016,353,18,87.41045331,C,SouthDelta,Interior
Middle River @ Union Point - P10A,9/6/2006,240,18,78.70958184,W,SouthDelta,Interior
Middle River @ Union Point - P10A,5/2/2011,199,18,57.60965856,W,SouthDelta,Interior
Middle River @ Union Point - P10A,10/4/2016,387,17,86.5637221,C,SouthDelta,Interior
Middle River @ Union Point - P10A,9/5/2007,364,16,85.25541551,D,SouthDelta,Interior
Middle River @ Union Point - P10A,10/5/2010,340,16,83.98583932,D,SouthDelta,Interior
Middle River @ Union Point - P10A,10/2/2007,335,16,87.02852586,W,SouthDelta,Interior
Middle River @ Union Point - P10A,12/6/2010,321,16,84.27592276,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,8/5/2008,304,16,88.35573476,C,SouthDelta,Interior
Middle River @ Union Point - P10A,7/5/2011,184,16,56.36389323,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/5/2006,154,16,67.43685291,W,SouthDelta,Interior
Middle River @ Union Point - P10A,9/9/2009,345,15,84.37552482,D,SouthDelta,Interior
Middle River @ Union Point - P10A,12/4/2017,246,15,83.87250454,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/9/2018,246,15,82.60710477,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,8/7/2017,217,15,80.74384873,W,SouthDelta,Interior
Middle River @ Union Point - P10A,6/5/2017,177,15,57.96351261,W,SouthDelta,Interior
Middle River @ Union Point - P10A,7/10/2017,177,15,70.04911852,W,SouthDelta,Interior
Middle River @ Union Point - P10A,9/7/2010,294,14,86.84207092,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,7/7/2009,228,14,82.06398554,D,SouthDelta,Interior
Middle River @ Union Point - P10A,9/10/2018,346,13,84.8982076,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,9/7/2016,288,13,84.03725468,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,7/6/2016,222,13,84.55059684,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,8/6/2007,277,12,84.7182393,D,SouthDelta,Interior
Middle River @ Union Point - P10A,8/4/2009,265,12,84.14076361,D,SouthDelta,Interior
Middle River @ Union Point - P10A,9/7/2017,193,11,77.48586469,W,SouthDelta,Interior
Middle River @ Union Point - P10A,8/1/2016,207,10,83.57049111,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,8/2/2010,189,10,79.32890201,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,10/2/2017,186,10,77.2692402,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,8/6/2018,197,9,82.35063213,BN,SouthDelta,Interior
Middle River @ Union Point - P10A,5/3/2017,120,9,50.00669585,W,SouthDelta,Interior
